product,marketing_name,brand,cpu,cpu_make,device,memory_mb
dh0lm_ne,K22,lge,QM215,Qualcomm,dh0lm,2048
X95,X95,DOOGEE,MT6737,Mediatek,X95,2048
BAH2-L09,HUAWEI MediaPad M5 lite,HUAWEI,KIRIN659,HiSilicon,HWBAH2,4096
h1_tmo_us,LG G5,lge,MSM8996,Qualcomm,h1,4096
h3g_uk,One (M8),htc,APQ8064,Qualcomm,htc_m8,2048
RMX3572EEA,narzo 50 5G,realme,MT6833V/PNZA,Mediatek,RED8CDL1,6144
sanders_amz,Moto G (5S) Plus,motorola,MSM8953,Qualcomm,sanders,3072
BV6600E_RU,BV6600E,Blackview,SC9863A,Spreadtrum,BV6600E,4096
SA368R2N1,itel  A58 Lite,Itel,SC7731E,Spreadtrum,itel-A631W-R2,2048
P21,P21,AOSKEY,MT6762,Mediatek,P21,4096
lv517_trf_us,LG GRACE™ LTE,lge,MSM8917,Qualcomm,lv517,1536
V2244,Y78 5G,vivo,SM6375,QTI,V2244,8192
botdugls_00454,HTC Desire 22 Pro,HTC,SM6350,Qualcomm,htc_botdugls,8192
Tab11_EEA,Tab11_EEA,Blackview,T618,Spreadtrum,Tab11_EEA,4096
HLTE103E_22,Hisense E20,Hisense,SC9832E,Spreadtrum,HLTE103E_22,2048
ELINK2,Pitney Bowes C-Series,PitneyBowes,MT8385,Mediatek,ELINK2,2048
MAR-LX2J,P30 lite,HUAWEI,KIRIN710,HiSilicon,HWMAR,6144
Tab12_RUU,Tab12_RUU,Blackview,SC9863A,Spreadtrum,Tab12_NEU,4096
BF6-BWOR,TECNO POP 7,TECNO,SC9863A,Spreadtrum,TECNO-BF6,2048
HP4035-Mecool,LEAP-S1,MECOOL,AMLS905X2,Amlogic,LAS,2048
TP804A,Neffos Y6,Neffos,MSM8909,Qualcomm,Y5s,2048
G3312,Xperia L1,Sony,MT6737T,Mediatek,G3312,2048
KTC_4K_EU_21V2,EU,KTC,t31,Mediatek,zhongshan,2048
Model_T1,Model_T1,SUNMAX,SC7731E,Spreadtrum,Model_T1,2048
KC-S701,TORQUE(KC-S701),KYOCERA,MSM8928,Qualcomm,KC-S701,2048
icx1302_002,NW-ZX700Series,SonyAudio,QCS4290,Qualcomm,icx1302,4096
A59,A59,OPPO,MT6750,Mediatek,A59,3072
meizu_18s_CN,MEIZU 18s,meizu,SM8350,Qualcomm,meizu18s,8192
BV6300Pro_EEA,BV6300Pro,Blackview,MT6771T,Mediatek,BV6300Pro,6144
C6603_1270-7689,Xperia Z,Sony,APQ8064,Qualcomm,C6603,2048
cepheus,MI 9,Xiaomi,SDM855,Qualcomm,cepheus,6144
xcover5kx,Galaxy XCover 5,samsung,Exynos 850,Samsung,xcover5,4096
1816IN,Y91,vivo,MT6762,Mediatek,1816IN,2048
inoiPad_mini_3G_RU,inoiPad_mini_3G,INOI,SC7731E,Spreadtrum,inoiPad_mini_3G,2048
PicassoTab,PicassoTab,Simbans,MT8163,Mediatek,PicassoTab,2048
FS8028_ID,SHARP R1S,Sharp,MT6750,Mediatek,SK3,3072
U696CL,U696CL,Umx,QM215,Qualcomm,U696CL,2048
DS_D5C65RB_A,DS-D5C65RB_A,HIKVISION,RK3588,Rockchip,DS_D5C65RB_A,8192
BRAVIA_VH21_M_HK,BRAVIA VH21,Sony,MT5835,Mediatek,BRAVIA_VH21,4096
PRO_1800F_4G,PRO 1800F 4G,DIGMA,T618,Spreadtrum,RS1249PL,8192
mantaray,Nexus 10,google,Exynos 5250,Samsung,manta,2048
FHMD001,FHMD001,FUJITSU,APQ8026,Qualcomm,FHMD001,2048
SZ11MK1,SZ11MK1,Viper,MT8168B,Mediatek,SZ11MK1,3072
gts7xllitezc,Galaxy Tab S7 FE,samsung,SM7225,Qualcomm,gts7xllite,4096
XP,XP,Ditec,MT6769T,Mediatek,XP,3072
falcon_retla_fe,Moto G (1st Gen),motorola,MSM8626,Qualcomm,falcon_umts,2048
ali_playpl_n,moto g(6),motorola,SDM450,Qualcomm,ali_n,4096
B1_Pro_EEA,B1 Pro,F150,MT6765,Mediatek,B1_Pro,6144
PL571US,PL571US,PCD,MT6739WA,Mediatek,PL571US,3072
felix,Pixel Fold,google,Tensor,Google,felix,12288
NE2213EEA,OnePlus 10,OnePlus,SM8450,QTI,OP516FL1,12288
SW6H_Tesla_NF,TESLA 4K SMART TV,Tesla,t32,Mediatek,SW6H,2048
geehdc_dcm_jp,LG Optimus G,lge,APQ8064,Qualcomm,geehdc,2048
a14xmeea,Galaxy A14 5G,samsung,MT6833V/NZA,Mediatek,a14xm,4096
9296G_CN,TCL 10 TABMAX,TCL,MT8788A,Mediatek,Transformer,4096
SW6H_Thomson_NF,SPPL 4K GSmartTV,Thomson,t32,Mediatek,SW6H,2048
j3topeltetfnvzw,Galaxy J3 Orbit,samsung,Exynos 7884A,Samsung,j3topeltetfnvzw,2048
CE8-TR,CAMON 16 Pro,TECNO,MT6769,Mediatek,TECNO-CE8,6144
9199G,TBD,TCL,SM6125,Qualcomm,Transformer2,6144
m21nstur,Galaxy M21,samsung,Exynos 9611,Samsung,m21,4096
9466X4_LT,TCL NXTPAPER 11,TCL,MT8788,Mediatek,Eternals11,4096
X7plus,Gtel X7plus,Gtel,MT6771,Mediatek,Gtel_X7plus,4096
XTOUCH_XBot_Junior,XBot Junior,XTOUCH,MT6737,Mediatek,XBot_Junior,2048
j7eltexx,Galaxy J7,samsung,Exynos 7580,Samsung,j7elte,1536
9080G_EEA,TCL TAB 10s 4G,TCL,MT8768E,Mediatek,Odin,4096
M40Air_EEA,M40Air_EEA,Teclast,MT6771,Mediatek,M40Air,8192
Wildfire_E1_Plus,Wildfire E1 Plus,HTC,MT6763,Mediatek,Wildfire_E1_Plus,3072
Alpha_5,Alpha_5,i-PLUS,MT6769T,Mediatek,Alpha_5,6144
brepdugl_00401,Desire 12+,htc,SDM450,Qualcomm,htc_brepdugl,3072
SH-M19,AQUOS sense6,SHARP,SM6350,Qualcomm,Chara,4096
V2219_RU,X90 Pro,vivo,MT6985,Mediatek,V2219,12288
era_X,Xolo Era X,Xolo,SC9830A,Spreadtrum,era_X,2048
EEA_P963F62_1,ZTE Blade A53,ZTE,SC9863A,Spreadtrum,P963F62,2048
P8_eMagic,P8 eMagic,ALLVIEW,MT6735V,Mediatek,P8_eMagic,2048
F20T,F20T,Hisense,MSM8909,Qualcomm,HS8909QC,2048
C6806_1274-3201,Xperia Z Ultra,Sony,MSM8974,Qualcomm,C6806,2048
1918Y_EEA,N50,DOOGEE,T606,Spreadtrum,1918Y,8192
k6b_trf_us,LG X Style,lge,MSM8909,Qualcomm,k6b,1536
MT-1011QU_EEA,MT-1011QU,TJD,A100,Allwinner,MT-1011QU,2048
aiocu_wtfp,A7600,Lenovo,MT6752,Mediatek,A7600,2048
BV5500Plus_EEA,BV5500PLUS,Blackview,MT6739WW,Mediatek,BV5500Plus,3072
F_10XIPS,F_10XIPS,LINSAY,RK3326,Rockchip,F_10XIPS,2048
P963F60_2,ZTE A51,ZTE,SC9863A,Spreadtrum,P963F60,2048
rhannah_dteu,moto e(5) plus,motorola,MSM8917,Qualcomm,rhannah,2048
KI5m-RU,TECNO SPARK 10C,TECNO,T606,Spreadtrum,TECNO-KI5m,4096
XLPlus,XLPlus,iBRIT,SC9863A,Spreadtrum,XLPlus,2560
Tab8_RUS,Tab8_RUS,Blackview,SC9863A,Spreadtrum,Tab8_RUS,4096
elevn_eTab,elevn_eTab,elevn,SC9863A,Spreadtrum,elevn_eTab,4096
P9000_Plus,P9000 Plus,POPTEL,MT6765,Mediatek,P9000_Plus,4096
PGEM10,Find X6 Pro,OPPO,SM8550,QTI,OP528BL1,12288
PLK-AL10,Honor 7,HONOR,KIRIN930,HiSilicon,HWPLK,3072
BRAVIA_UR2_4K_CN,BRAVIA 4K UR2,Sony,MT5833,Mediatek,BRAVIA_UR2_4K,3072
5041C,TETRA,TCL,MT6739WM,Mediatek,U50A_ATT,2048
p4noteltelgt,Galaxy Note 10.1,samsung,Exynos 4412,Samsung,p4noteltelgt,2048
v1awifixx,Galaxy Note Pro 12.2,samsung,Exynos 5420,Samsung,v1awifi,3072
ja3gxx,Galaxy S4,samsung,Exynos 5410,Samsung,ja3g,2048
SC-01L,Galaxy Note9,samsung,SDM845,Qualcomm,SC-01L,6144
X-treme_PQ54,X-treme PQ54,Sigma_mobile,MT6739CH,Mediatek,X-treme_PQ54,3072
5098S,5098S,TCL,MSM8909,Qualcomm,Pixi4-6_4G,2048
a50cml_dtul_00720,D728w,htc,MT6753,Mediatek,htc_a50cml_dtul,2048
8094X_TCL,3T10 4G,TCL,MT8766B,Mediatek,Aquaman_10_4G,3072
V4_Viper_PRO_EEA,V4 Viper PRO,ALLVIEW,MT6739CH,Mediatek,V4_Viper_PRO,2048
CosmoRefresh_00FD,Nokia C21,Nokia,SC9863A,Spreadtrum,COR,3072
N17,N17,KONKA,T606,Spreadtrum,N17,8192
G1_Tab_Kids,G1_Tab_Kids,UMIDIGI,RK3562,Rockchip,G1_Tab_Kids,4096
BV7000_RU,BV7000_RU,Blackview,MT6750T,Mediatek,BV7000,4096
dlxpul,Butterfly S,htc_asia_wwe,APQ8064,Qualcomm,dlxpul,2048
w7,Gini w7,Gini,MT6737,Mediatek,Gini_w7,2048
sltelgt,Galaxy Alpha,samsung,Exynos 5430,Samsung,sltelgt,2048
M5,M5,GiONEE,MT6735,Mediatek,M5,2048
jeice_orange,Aquaris C,bq,MSM8917,Qualcomm,jeice,2048
IV2201EEA,OnePlus Nord CE2,OnePlus,MT6877V/ZA,Mediatek,OP555BL1,8192
marble_ru,Redmi Note 12 Turbo,POCO,SM7475,QTI,marble,6144
star2qltesq,Galaxy S9+,samsung,SDM845,Qualcomm,star2qltesq,6144
napa_gw,HP Engage One Essential All-in-One System,hp,N6211,Intel,napa_gw,4096
V10S,V10S,CONTIXO,SC7731E,Spreadtrum,V10S,2048
A151_02,A15,TVB,AMLS905X,Amlogic,A151,2048
TCL_Y910,TCL Y910,TCT,MT6589,Mediatek,SCRIBEPRO,2048
T811,T811,Wishtel,T616,Spreadtrum,T811,4096
DUA-TL00,荣耀畅玩7,HONOR,MT6739CW,Mediatek,HWDUA-M,2048
a5ultebmc,Galaxy A5,samsung,MSM8916,Qualcomm,a5ultebmc,2048
CS10L_PRO,CS10L_PRO,CONSUNG,T606,Spreadtrum,CS10L_PRO,3072
PD1914,V1914A,vivo,SDM845,Qualcomm,PD1914,6144
guamna_retail,TBD,motorola,SM4250,Qualcomm,guamna,3072
CH7n-TR,CAMON 18P,TECNO,MT6781V/CD,Mediatek,TECNO-CH7n,8192
U506S_EEA,U506S,Energizer,MT6739WA,Mediatek,U506S,2048
A7101_X3_mini,A7101_X3_mini,Gtel,MT6580,Mediatek,A7101_X3_mini,2048
Tab_8,Tab 8,Panasonic,MT8765A,Mediatek,T0801LAV1,3072
CITI_Octa_10,CITI_Octa_10_CS1219PL,DIGMA,SC9863A,Spreadtrum,CS1219PL,4096
U6C,U6C,EVERCOSS,SC9863A,Spreadtrum,U6C,2048
Vantage,Vantage,Avaya,DVF1100,DSP Group,Vantage,2048
9132S,TCL TAB Lite,TCL,MT8766B,Mediatek,Apollo84GBoostR,3072
H613KM,TECNO POP 2s Pro,TECNO,MT6761,Mediatek,TECNO-KB2j,3072
P839T60,TURKCELL T60,ZTE,MSM8939,Qualcomm,P839T60,2048
Go_Onyx_HD,GO Onyx HD,GO_MOBILE,MT6580,Mediatek,Go_Onyx_HD,2048
9494G_EEA,GL TCL,TCL,MT8771V/NZA,Mediatek,Titan_Vis_Wifi,8192
g3_open_hk,LG G3,lge,MSM8974AC,Qualcomm,g3,3072
S12Pro_EEA,CONQUEST S12Pro,CONQUEST,MT6771T,Mediatek,S12Pro,4096
P829A10_RU,T617,ZTE,MSM8916,Qualcomm,ZTE_T617,2048
RMX2076,realme X50 Pro,realme,SM8250,Qualcomm,RMX2076L1,8192
KF6-TR,TECNO SPARK 7,TECNO,MT6761D,Mediatek,TECNO-KF6,2048
c1ktt,Galaxy S3,samsung,Exynos 4412,Samsung,c1ktt,2048
sabahl_gin,TBD,motorola,T606,Spreadtrum,sabahl,2048
A3X_EEA,A3X,UMIDIGI,MT6761,Mediatek,A3X,3072
NET_X,NET X,KRONO,T606,Spreadtrum,NET_X,4096
lisa_in,Xiaomi 11 Lite NE,Xiaomi,SM7250,Qualcomm,lisa,8192
Cyrus_CS40,CS40,Cyrus,MT6750,Mediatek,CS40,4096
c7ltelduzc,Galaxy C7,samsung,MSM8953,Qualcomm,c7ltechn,4096
ELUGA_Y,ELUGA Y,Panasonic,MT6739WW,Mediatek,ELUGA_Y,3072
gta2sltelgt,Galaxy Tab A (2017),samsung,MSM8917,Qualcomm,gta2sltelgt,2048
rtxspcs_00732,HTC 5G Hub,htc,SM8150,Qualcomm,htc_rtxspcs,4096
a71xzc,Galaxy A71 5G,samsung,Exynos 980,Samsung,a71x,8192
c1qcsx,Galaxy Note20 5G,samsung,SM8250Pro,Qualcomm,c1q,12288
mlv3_global_com,LG K8 (2017),lge,MT6737,Mediatek,mlv3,1536
a50eea,Galaxy A50,samsung,Exynos 9610,Samsung,a50,6144
H30-L01M,H30-L01M,Honor,KIRIN910,HiSilicon,hwH30,2048
BS123MP1K,BS123MP1K ,Black_Storm,MT8168B,Mediatek,BS123MP1K,2048
lt03wifizt,Galaxy Note 10.1 2014 Edition,samsung,Exynos 5420,Samsung,lt03wifi,3072
R5Plus,R5Plus,ATM,MT6737M,Mediatek,R5Plus,2048
WW_P01T_1,ZenPad 10 (Z300CL),asus,Z3560,Intel,P01T_1,2048
a3ulteldu,Galaxy A3,samsung,MSM8916,Qualcomm,a3ulte,1536
r8qxx,test,samsung,SM8250,Qualcomm,r8q,6144
lucye_global_com,LG G6,lge,MSM8996,Qualcomm,lucye,4096
MYA-TL00,Y5 2017,HONOR,MT6737T,Mediatek,HWMYA-L6737,2048
V2225,Y56 5G,vivo,MT6833,Mediatek,V2225,8192
hiau_ml_tuhl_htc_europe,One M9+,htc,MT6795,Mediatek,htc_hiau_ml_tuhl,3072
G3221,Xperia XA1 Ultra,Sony,MT6757,Mediatek,G3221,4096
SRT412,SRT412,RiksTV,AMLS905X2,Amlogic,HP40A3,2048
Exclusiv_2K_ATV3,Columbia,Exclusiv,t56,Mediatek,nagata,1536
JR-M802,JR-M802,BMXC,MT6762,Mediatek,JR-M802,4096
CosmoRefresh_00ID,Nokia C21,Nokia,SC9863A,Spreadtrum,COR,3072
NX589J,NX589J,nubia,MSM8976SG,Qualcomm,NX589J,6144
inoiPad_Pro,inoiPad_Pro,INOI,T610,Spreadtrum,inoiPad_Pro,4096
lv7_trf_us_vzw_R,LG Fiesta 2 LTE,lge,MSM8917,Qualcomm,lv7,1536
HiPadPlus_TR,HiPadPlus_TR,CHUWI,MT8183,Mediatek,HiPadPlus,4096
p7201,U FEEL PRIME,WIKO,MSM8937,Qualcomm,p7201,4096
G750-U10,G750-U10,Huawei,MT6592,Mediatek,hwG750-U10,2048
F1w,F1f,OPPO,MSM8939,Qualcomm,F1f,3072
Soldier,Soldier,Elephone,MT6797,Mediatek,Soldier,4096
CPH2477RU,A17,OPPO,MT6765,Mediatek,OP56F5,4096
M23_RU,V30 ,DOOGEE,MT6877,Mediatek,M23,8192
PD2102,V2102A,vivo,MT6833V/MNZA,Mediatek,PD2102,8192
MTKAC101BOX_BUSH,Spira B2 10 tablet,archos,MT8163,Mediatek,ac101box,2048
SC-55B,Galaxy Z Fold3 5G,samsung,SM8350,Qualcomm,SC-55B,12288
K16_EEA,K16_EEA,OUKITEL,MT8788,Mediatek,K16,8192
Radiohead_00N0,Nokia 3.1 Plus,Nokia,SDM435,Qualcomm,RHD,2048
Tab60_RU,Tab 60,Blackview,T606,Spreadtrum,Tab60,4096
meizu_PRO7Plus_RU,PRO 7 Plus,Meizu,MT6799,Mediatek,PRO7Plus,6144
KingPad_Z10Mini,KingPad_Z10Mini,Vastking,RK3566,Rockchip,KingPad_Z10Mini,3072
VEGA_IM-A870S,IM-A870S,VEGA,APQ8064,Qualcomm,ef52s,2048
smartguide210_eea,MEDER,MEDER,MT6761,Mediatek,smartguide210_eea,2048
BLN-L21,honor 6x,HONOR,KIRIN655,HiSilicon,HWBLN-H,3072
F3211,Xperia XA Ultra,Sony,MT6755,Mediatek,F3211,3072
F8_1,F8_1,G-Tab,SC9832E,Spreadtrum,F8_1,2048
R7c,R7c,OPPO,MSM8939,Qualcomm,R7c,3072
VI108,VI108,Victurio,SC9863A,Spreadtrum,VI108,2048
meh15lm_fne,K42,lge,MT6762,Mediatek,meh15lm,3072
AD11-GL,PHANTOM V Flip 5G,TECNO,MT6893Z/CZA,Mediatek,TECNO-AD11,8192
CPH1719,CPH1719,OPPO,SDM660,Qualcomm,CPH1719,4096
V700_EEA,V700,VALIFONE,MT6762,Mediatek,V700,2048
DVB95BC,Smart TV,BEC,t31,Mediatek,longshan,2048
MIG,MIG,alter,MT6737,Mediatek,MIG,2048
TickTock-S_EEA,TickTock-S,Unihertz,MT6833,Mediatek,TickTock-S,8192
PTB7T,PTB7T,Philco,MT8321,Mediatek,PTB7T,2048
S900Plus_EEA,S900Plus,boxchip,MT6739WW,Mediatek,S900Plus,2048
cosmo,Android TV,google,i.MX6DL,LG,cosmo,10240
5056,5056,TCL,MSM8909,Qualcomm,POP455C,2048
razor,Nexus 7 (2013),google,APQ8064,Qualcomm,flo,2048
G610M,G610M,Hisense,MSM8916,Qualcomm,G610M,2048
spesn_ru,Redmi Note 11,Redmi,SM6225,QTI,spesn,4096
TS-M704F-1,TS-M704F-1,DIXON,SC9863A,Spreadtrum,TS-M704F-1,2048
a56dj_pro_uhl_00401,Desire 10 pro,htc,MT6577,Mediatek,htc_a56dj_pro_uhl,2048
RCT6876Q22N,RCT6876Q22N,RCA,MT8167B,Mediatek,RCT6876Q22N,2048
a54xnsxx,Galaxy A54 5G,samsung,s5e8835,Samsung,a54x,6144
Phoenix_00CN,Nokia X7,Nokia,SDM710,Qualcomm,PNX,6144
r3qks,Galaxy A90 5G,samsung,SM8150,Qualcomm,r3q,6144
flipped_sa,MiTV,Xiaomi,t31,Mediatek,venom,2048
M21T,S41Pro,DOOGEE,MT6761,Mediatek,M21T,4096
P26T_EEA,P26T_EEA,Teclast,A523,Allwinner,P26T,4096
pmewl_00592,10,htc,MSM8996,Qualcomm,htc_pmewl,4096
DRA-L21EEA,HUAWEI Y5 2018,HUAWEI,MT6739WW,Mediatek,HWDRA-M,2048
gandof,Toshiba Chromebook 2 (2015 Edition),google,3215U,Intel,gandof_cheets,2048
W-V850-EEA,View5 Plus,WIKO,MT6765,Mediatek,W-V850,4096
2044,V2044,vivo,MT6765,Mediatek,2044,2048
AT8-N,AT8-N,Airtab,MT8783,Mediatek,AT8-N,3072
myPhone_Pocket_Pro_eea,Pocket_Pro,myPhone,SC9863A,Spreadtrum,myPhone_Pocket_Pro,3072
hanyang4KHAITECH,PA,Haitech,T22,MStar,hanyang,1536
Fj,Fj,FiGi,MT6739WW,Mediatek,Fj,1536
SKT119,SKT119,ENIE,A133,Allwinner,SKT119,2048
DS_CL3,DS_CL3,DCODE,MT6765,Mediatek,DS_CL3,3072
KKRTK2885GTV_PROTON,PROTON Google TV,PROTON,RTD2885N,Realtek,bandra,2048
PW21_AF,lephone W21,lephone,SC9832A,Spreadtrum,lephone_W21,2048
P80_ROW,P80_ROW,YQSAVIOR,MT6771,Mediatek,P80_ROW,3072
z3sxser,Galaxy S20 Ultra 5G,samsung,Exynos 990,Samsung,z3s,12288
KKRTK2851DVB_Dual,Dual 4K Android TV,Dual,RTD2851A,Realtek,kenton,1536
DS_BD3_1,DS_BD3_1,DCODE,MT6789,Mediatek,DS_BD3,6144
MTKAC55SEDCV2_ARCHOS,Archos Sense 55 DC,archos,MT6737T,Mediatek,ac55sedcv2,3072
KKRTK2851ISDB_HYUNDAI,HYUNDAI 4K Android TV-A,HYUNDAI,RTD2851A,Realtek,kenton,1536
TB350XU_EE,Lenovo Tab P11 (2nd Gen),Lenovo,MT8781V/CA,Mediatek,TB350XU,4096
CI8n-GL,CAMON 19 Pro,TECNO,MT6781V/CD,Mediatek,TECNO-CI8n,8192
Studio_XL_2,Studio_XL_2,BLU,MT6737,Mediatek,Studio_XL_2,2048
FIVE_EEA,FIVE,LOGICOM,SC9832E,Spreadtrum,FIVE_EEA,2048
IO_Pro,IO Pro,ROKiT,MT6763,Mediatek,Emu,4096
i6200Series_RU,i6200Series,Urovo,SDM660,Qualcomm,i6200Series,4096
Model_K,Model K ,SUNMAX,SC7731E,Spreadtrum,Model_K,2048
N8_KIDS,N8_KIDS,TOPSAND,A133Pro,Allwinner,N8_KIDS,2048
M51S_EEA,M51S_EEA,BENEVE,RK3562,Rockchip,M51S_EEA,4096
falcon_niimx_fe,Moto G (1st Gen),motorola,MSM8626,Qualcomm,falcon_umts,2048
5102O,TCL A30,TCL,MT6762,Mediatek,Bangkok_NA_OM,3072
P996A01_O,ZTE A2017U,ZTE,MSM8996,Qualcomm,ailsa_ii,4096
S7Pro,S7Pro,VORCOM,SC9863A,Spreadtrum,S7Pro,4096
V1_3G,V1_3G,G-TiDE,SC7731E,Spreadtrum,V1_3G,2048
KTC_GLOBAL_4K_ISDB_22GV1,Global,GLOBAL,t31,Mediatek,hongkong,2048
C5502,Xperia ZR,Sony,APQ8064,Qualcomm,C5502,2048
2050N,V2050,vivo,MT6853V/TNZA,Mediatek,2050,8192
INNOVA4KISDB,INNOVA android TV,INNOVA,T22,MStar,hanyang,1536
A507LNP-OP,itel A24 2023,Itel,SC9832E,Spreadtrum,itel-A507LNP,2048
Nano_4K_ATV2,Thailand,Nano,t31,Mediatek,guandu,2048
Xbook_Plus,Xbook_Plus,HOMII,T606,Spreadtrum,Xbook_Plus,8192
himauhl_tmo_at,One M9,htc,MSM8994,Qualcomm,htc_himauhl,3072
E1041X_EEA,LIFETAB E1041X,MEDION,MT8163,Mediatek,E1041X,2048
T_ONE,TRACE ONE,Danew,SC9832E,Spreadtrum,T_ONE,2048
WW_Z01QD,ROG Phone,asus,SDM845,Qualcomm,ASUS_Z01QD_1,8192
gt510ltezc,Galaxy Tab A 9.7,samsung,MSM8916,Qualcomm,gt510ltechn,2048
Plume_L8_Pro,Plume L8 Pro,Condor,MT6765,Mediatek,Plume_L8_Pro,3072
CM76_EEA,CM76,Cidea,A133,Allwinner,CM76_EEA,2048
JSN-L21RU,Honor 8X,HONOR,KIRIN710,HiSilicon,HWJSN-H,4096
chagalllteuc,Galaxy TabS 10.5,samsung,Exynos 5420,Samsung,chagalllteatt,3072
BV5800,BV5800,Blackview,MT6739WW,Mediatek,BV5800,2048
DEYI-10M18,DEYI-10M18,DEYI,MT8163,Mediatek,DEYI-10M18,2048
S8K_1,S8K_1,G-Tab,A133,Allwinner,S8K_1,2048
BTA500_EEA,BT-A500GA,KEYENCE-CORPORATION,QCM2150,Qualcomm,BTA500,2048
7WA1,HyTab_Plus_7WA1,HYUNDAI,A133,Allwinner,7WA1,2048
cv3n_kt_kr,X4,lge,MT6750,Mediatek,cv3n,2048
PT1_RU,R10,DOOGEE,MT8781V/CA,Mediatek,PT1,8192
melius3gzm,Galaxy Mega 6.3,samsung,MSM8930,Qualcomm,melius3g,1536
ALE-L21,P8 Lite,Huawei,Hi6220,HiSilicon,hwALE-H,2048
gta4xlvewifitur,Galaxy Tab S6 Lite,samsung,SM7125,Qualcomm,gta4xlvewifi,4096
KTC_4K_DVB_22GV1,EcoTV Plus D,KTC,t31,Mediatek,hongkong,2048
Tab_6,Tab_6,SUNMAX,SC7731E,Spreadtrum,Tab_6,2048
Z899VL,Z899VL,ZTE,MSM8909,Qualcomm,msm8909,2048
RMX3624,realme C33,realme,T612,Spreadtrum,RE5894,3072
OZUM_Panasonic_Oled,Google TV,Panasonic,t31,Mediatek,kowloon,2048
E101,"Calltab2GB10.1""",Crelander,SC9832E,Spreadtrum,Calltab2GB10,2048
clover_rus,Bee 3,vsmart,MT6739WA,Mediatek,clover,2048
BV9900_RU,Blackview BV9900,Blackview,MT6779p90,Mediatek,BV9900,8192
P897S11MG,S2005,ZTE,MSM8974,Qualcomm,msm8974,2048
YUHO_O2_PRO,O2 PRO,YUHO,MT6739CH,Mediatek,YUHO_O2_PRO,3072
Aries_8in_EEA, Aries_8in,COSMOS,RK3566,Rockchip,Aries_8in,2048
Active8_NEU,Active8_NEU,Blackview,T606,Spreadtrum,Active8,6144
RIO-UL00,G7 Plus,HUAWEI,MSM8939,Qualcomm,HWRIO,2048
AVIC_W8400NEX,Car Navigation,Pioneer,i.MX6,Freescale,AVIC_W8400NEX,2048
5058T,Alcatel 3X,TCL,MT6739WA,Mediatek,A3A_PLUS,3072
Sceptre_4K_ATV_RCA,4K Smart TV,RCA,T22,MStar,gangbyeon,1536
ZEEKER_P10,ZEEKER_P10,ZEEKER,MT6769,Mediatek,ZEEKER_P10,6144
zc4450v_orm,TV Box 4K,ARRIS,BCM72115,Broadcom,zc4450v_orm,2048
dish_diw377,EVOLVE 2,DISH,BCM72127,Broadcom,m377_dish,4096
EVERCOSS_M50A,M50A,EVERCOSS,SC9832,Spreadtrum,EVERCOSS_M50A,2048
UNONU_W61,UNONU W61,UNONU,SC7731E,Spreadtrum,UNONU_W61,2048
iPlus_P3,iPlus_P3,iPlus,SC9863A,Spreadtrum,iPlus_P3,3072
DVB95EC,Smart TV,JETPOINT,t31,Mediatek,longshan,2048
FRI-NX9,FRI,HONOR,SM8475,QTI,HNFRI,12288
j3toplteuc,SM-J337A,samsung,Exynos 7570,Samsung,j3toplteatt,2048
nicklaus_retid_f,Moto E (4) Plus,motorola,MT6737,Mediatek,nicklaus_f,2048
Ocean_K10,Ocean_K10,OLAX,A133,Allwinner,Ocean_K10,2048
MID_789IPSA100,MID_789IPSA100,Laser,A100,Allwinner,MID_789IPSA100,2048
S190,S190,DEXP,MT8321,Mediatek,S190,2048
RT503,RT503,Realtime,MT8735,Mediatek,RT503,2048
BISON_X10_Pro,BISON X10 Pro,UMIDIGI,MT6771,Mediatek,BISON_X10_Pro,4096
Z6201CC,Verve Connect ,ZTE,MT6761,Mediatek,Z6201,3072
EDA56-1H,EDA56,Honeywell,SM4350,Qualcomm,EDA56,4096
SCV48_jp_kdi,Galaxy A41,samsung,MT6768,Mediatek,SCV48,4096
cv1_att_us,LG Phoenix 4,lge,MSM8917,Qualcomm,cv1,2048
9240,Versity 92-Series ,Spectralink,SDA450,Qualcomm,VC92,3072
V2206_EEA,Y22s,vivo,SM6225,QTI,V2206,8192
PD2143,V2143A,vivo,MT6769T,Mediatek,PD2143,4096
RMX1971EEA,realme 5Pro,realme,SDM712,Qualcomm,RMX1971L1,4096
U19,Emerge,Unubell,MT6763T,Mediatek,U19,4096
k5fpr,VIBE X3 Lite,Lenovo,MT6753,Mediatek,A7010a48,2048
a5y17ltektt,Galaxy A5(2017),samsung,Exynos 7880,Samsung,a5y17ltektt,3072
X2_EEA,X2_EEA,YESTEL,A133,Allwinner,X2_EEA,2048
BF7-ZAVC,TECNO,TECNO,MT6761V/WBB,Mediatek,TECNO-BF7,3072
a32ml_htccn_chs_cmcc,D626t,htc,MT6752,Mediatek,htc_a32ml_dtul,2048
B131DL_OM,B131DL,BLU,MT6761,Mediatek,B130DL,2048
Magnet_M1,Magnet_M1,Vonino,MT8735,Mediatek,Magnet_M1,2048
AMN-L29,HUAWEI Y5 2019,HUAWEI,MT6761,Mediatek,HWAMN-M,2048
M3UL20X_EEA,M3 UL20X,M3,MSM8953,Qualcomm,M3UL20X,4096
KTAB704,KTAB704,KONROW,RK3326,Rockchip,KTAB704,2048
