product,marketing_name,brand,cpu,cpu_make,device,memory_mb
VIA_F30_Plus,VIA F30 Plus,Casper,T606,Spreadtrum,VIA_F30_Plus,8192
X10G,X10G,DIALN,T310,Spreadtrum,X10G,3072
HT10LC1MBKLTM01,HT10LC1MBKLTM01,Hyundai,SC9863A,Spreadtrum,HT10LC1MBKLTM01,4096
a7ltezc,Galaxy A7,samsung,MSM8939,Qualcomm,a7ltechn,2048
a30czc,Galaxy A40s,samsung,Exynos 7904,Samsung,a30c,6144
Lenovo_K320t,Lenovo_K320t,Lenovo,SC9850,Spreadtrum,Lenovo_K320t,2048
RC10RLT,RC10RLT,Orbic,SM6225,QTI,VC_Device,4096
PolaroidATV4K,Polaroid android TV,Polaroid,T22,MStar,hanyang,1536
D6603,Xperia Z3,orange,MSM8974AC,Qualcomm,D6603,3072
z2_clr_pr_nr,LG G Flex2,lge,MSM8994,Qualcomm,z2,2048
C6603_1271-0707,Xperia Z,orange_fr,APQ8064,Qualcomm,C6603,2048
lavender,Redmi  Note  7,xiaomi,SDM660,Qualcomm,lavender,4096
l5320,RIDGE FAB 4G,WIKO,MSM8916,Qualcomm,l5320,2048
JAT-L41HWTR,HUAWEI Y6s,HUAWEI,MT6765,Mediatek,HWJAT-M,3072
b4qxeea,B4,samsung,SM8475,QTI,b4q,8192
Tesla_4K_ATV2_1,Venezuela,Tesla,t32,Mediatek,patrick,2048
T767H_RU,TCL 20R 5G,TCL,MT6833V/NZA,Mediatek,Buffalo,4096
4087U_RU,Alcatel 1SE elite edition,Alcatel,SC9863A,Spreadtrum,Jakarta_Lite,2048
6002A,Alcatel 1V,Alcatel,MT6761,Mediatek,Cruze_Lite,2048
beyond0qltezm,Galaxy S10e,samsung,SM8150,Qualcomm,beyond0q,6144
8092,1T10 SMART,Alcatel,MT8167B,Mediatek,Aquaman_10_Smart_WIFI,2048
BLACKLINE,R4,BLACKLINE,RTD2851M,Realtek,R3,2048
messi_retcn,Moto Z(3),motorola,MSM8998,Qualcomm,messi,4096
k5n_global_com,LG X screen,lge,MSM8916,Qualcomm,k5n,2048
8496G_TR,TCL TAB10 Gen2,TCL,MT8768E,Mediatek,Gaia,4096
mdh50lm_2mfg,K71,lge,MT6765,Mediatek,mdh50lm,3072
5031A,Alcatel 1B,Alcatel,MT6761,Mediatek,Kona,2048
IH9-L614,IH9-L614,INSYS,SC9863A,Spreadtrum,IH9-L614,4096
PMT5718_4G,PMT5718_4G,Prestigio,MT8735,Mediatek,CF80A5L,2048
RMX3263BA,realme C21-Y,realme,T610,Spreadtrum,RED8D1,4096
geeb_bell_ca,LG Optimus G,lge,APQ8064,Qualcomm,geeb,2048
SoyMomo_Lite_V3,SoyMomo_Lite_V3,SoyMomo_Tablet_LITE_3,MT8168A,Mediatek,SoyMomo_Lite_V3,2048
NX627J-EEA,NX627J,nubia,SM8150,Qualcomm,NX627J-EEA,8192
lv9n_global_com,LG X Venture,lge,MSM8940,Qualcomm,lv9n,2048
Drive_5,DRIVE 5,Kruger_Matz,MSM8937,Qualcomm,Drive_5,2048
RS36,RS36,CipherLab,QCM4290,Qualcomm,RS36,4096
ZT216_5,ZT216_5,zyrex,MT8765B,Mediatek,ZT216_5,3072
T782P,TCL 10 Plus,TCL,SM6125,Qualcomm,Boston,6144
m53xnnxx,Galaxy M53 5G,samsung,MT6877,Mediatek,m53x,6144
kltespr,Galaxy S5,samsung,MSM8974,Qualcomm,kltespr,2048
ms013gssxx,Galaxy Grand2,samsung,MSM8226,Qualcomm,ms013gss,1536
KKRK2841GTV_HYUNDAI,HYUNDAI 2K Google TV,HYUNDAI,RTD2841A,Realtek,capitolhill,1536
NLS-MT93,NLS-MT93,Newland,MT6789,Mediatek,NLS-MT93,4096
a6lteks,Galaxy A6,samsung,Exynos 7870,Samsung,a6lteks,3072
P635A32_EEU,BLADE V7 LITE,ZTE,MT6735P,Mediatek,ZTE_BLADE_V0720,2048
TAB-A03-BS,TAB-A03-BS,benesse,PXA2128,Marvell,TAB-A03-BS,2048
GS195_EEA,GS195,Gigaset,SC9863A,Spreadtrum,GS195,2048
TCL_M2M,TCL M2M,TCL,MT6752,Mediatek,CROSS2,2048
TB109L,TB109L,Condor,MT8765A,Mediatek,TB109L,2048
OnePlusN10METRO,OnePlus Nord N10 METRO 5G,OnePlus,SM6350,Qualcomm,OnePlusN10METRO,6144
Mega3_Pro,Mega3_Pro,AIRPHA,SC9863A,Spreadtrum,Mega3_Pro,4096
Z6356T,Z6356T,ZTE,SC9863A,Spreadtrum,Z6356T,3072
1821_U0,1821_U0,Coolpad,SC9850KA,Spreadtrum,1821,2048
X689D-RU,Infinix HOT 10S NFC,Infinix,MT6769,Mediatek,Infinix-X689D,4096
C6503_1270-0692,Xperia ZL,Sony,APQ8064,Qualcomm,C6503,2048
KG8-TR,SPARK 8 Pro,TECNO,MT6769,Mediatek,TECNO-KG8,4096
AUM-TL00,Honor 7A,HONOR,MSM8937,Qualcomm,HWAUM-Q,3072
CPH1923,A1k,OPPO,MT6762,Mediatek,OP486C,3072
TM-MID880T,TM-MID880T,TRANSFORMERS,MT8768A,Mediatek,TM-MID880T,3072
T3_EU,T3_EU,Lincplus,MT8781V/NA,Mediatek,T3_EU,8192
CT1001,CT1001_EEA,yyswie,A523,Allwinner,CT1001,4096
PD2162,V2162A,vivo,MT6891,Mediatek,PD2162,12288
Honey_Y2s,Honey_Y2s,Camfone,MT6762,Mediatek,Honey_Y2s,3072
PCGT00,K3,OPPO,SDM710,Qualcomm,OP4679,8192
psyche,Xiaomi 12X,Xiaomi,SM8250ac,Qualcomm,psyche,4096
L18-EEA,L18-EEA,LNMBBS,SC9863A,Spreadtrum,L18-EEA,6144
JT10LTE-X1,JT10LTE-X1,geaneePro,MT8765B,Mediatek,JT10LTE-X1,3072
gta4leea,Galaxy Tab A7,samsung,SM6115,Qualcomm,gta4l,3072
T_mini_EEA,T mini,TRIPLTEK,MT6769,Mediatek,T_mini,6144
U505TL,U505TL,Umx,MSM8917,Qualcomm,U505TL,2048
T2000,T2000,Serenity,SC9863A,Spreadtrum,T2000,3072
RD86E,RD86E,Remdun,MT8735,Mediatek,RD86E,2048
T45HD_T_ROW,T45HD_ROW,Teclast,T606,Spreadtrum,T45HD_T,8192
jsgltezm,Galaxy S4,samsung,MSM8974,Qualcomm,jsglte,2048
Nomi_i6030,Nomi i6030,Nomi,MT6580,Mediatek,i6030,2048
VIA_E30_0,VIA_E3_0,Casper,MT6765,Mediatek,VIA_E30,4096
Hidr_S1_PRO_RU,Hidr S1 PRO RU,CryptoDATA,MT6769,Mediatek,Hidr_S1_PRO,8192
P3Pro_EEA,T30Pro,DOOGEE,MT8781V/CA,Mediatek,P3Pro,8192
MAXWELL_4K_ATV3,MAXWELL SMART TV,MAXWELL,t32,Mediatek,marina,2048
CosmoRefresh_00WW,Nokia C21,Nokia,SC9863A,Spreadtrum,COR,3072
d2xar,Galaxy S3,samsung,MSM8960,Qualcomm,d2xar,2048
wisdomub,G Tab A with S Pen,samsung,Exynos 7904,Samsung,wisdom,3072
TB350XU,Lenovo Tab P11 (2nd Gen),Lenovo,MT8781V/CA,Mediatek,TB350XU,4096
gtactive3wifieea,Galaxy Tab Active3,samsung,Exynos 9810,Samsung,gtactive3wifi,4096
xagain,Redmi K50i,Redmi,MT6895Z/TCZA,Mediatek,xagain,6144
aiolia,XK03H,XGIMI,t31,Mediatek,xgimigalileo,2048
SH-53C,AQUOS sense7,DOCOMO,SM6375,QTI,SH-53C,6144
X65B,X65,Dialn,MT6761,Mediatek,X65B,3072
LZG401,Z1 Pro,Lava,MT6761D,Mediatek,LZG401,2048
a12snnxx,Galaxy A12,samsung,Exynos 850,Samsung,a12s,3072
T10M_Pro,T10M_Pro,Vortex,MT8766B,Mediatek,T10M_Pro,4096
M10_Blue_Max,M10_Blue_Max,reeder,SC9863A,Spreadtrum,M10_Blue_Max,4096
E2333,Xperia™ M4 Aqua Dual,Sony,MSM8939,Qualcomm,E2333,2048
KYV40_jp_uq,DIGNO W,KYOCERA,MSM8937,Qualcomm,KYV40,2048
F202_UK,F202_UK,Fusion5,MT8168A,Mediatek,F202_UK,4096
PA501BWR,PA501BWR,RuggON,SDA660,Qualcomm,PA501BWR,3072
LMX02,LMX02,Lava,MT6765G,Mediatek,LMX02,3072
b5qzhx,Galaxy Z Flip5,samsung,SM8550,QTI,b5q,8192
TM6001_Vsmart,Vietnam,Vsmart,T22,MStar,samseong,1536
X20S,X20S,DOOGEE,MT6737,Mediatek,X20S,2048
9970,CP9970,Coolpad,Tegra 4,NVidia,9970,2048
C6906_1277-1247,Xperia Z1,Sony,MSM8974,Qualcomm,C6906,2048
MLX8,MLX8,Multilaser,MT8163A,Mediatek,ML-WI23-MLX8,2048
2023_RU,V2023,vivo,SM6125,Qualcomm,2023,8192
a51ul_orange_es,Desire 820,htc,MSM8939,Qualcomm,htc_a51ul,2048
H393S,Pouvoir 3,TECNO,MT6739WA,Mediatek,TECNO-LB7,2048
Pars,5530,Vestel,MSM8909,Qualcomm,Pars,2048
5002D_RU,Alcatel 1B,Alcatel,QM215,Qualcomm,Seoul,2048
AQUAATVT32,AQUA Android TV DVB,AQUA,t32,Mediatek,dupont,1536
10_1Q205_EEA,10_1Q205,sencor,RK3326,Rockchip,10_1Q205,2048
H8324,Xperia XZ2 Compact,Sony,SDM845,Qualcomm,H8324,4096
BRAVIA_ATV2_PA,BRAVIA 4K GB,Sony,MT5832,Mediatek,BRAVIA_ATV2,2560
gts4lltezh,Galaxy Tab S4,samsung,MSM8998,Qualcomm,gts4lltechn,4096
MAX1_EEA,MAX1,Blackview,MT6737T,Mediatek,MAX1,6144
BQru-5060,5060,BQru,MT6580,Mediatek,BQru-5060,2048
lt03ltetmo,Galaxy Note 10.1 2014 Edition,samsung,MSM8974,Qualcomm,lt03ltetmo,3072
GN5002,GN5002,GiONEE,MT6735,Mediatek,GiONEE_GBL7333,2048
I2126C,iQOO Z6 Pro SE,iQOO,SM7325,Qualcomm,I2126,8192
VCT9F78Q22-E,VCT9F78Q22-E,VENTURER,MT8168B,Mediatek,VCT9F78Q22-E,2048
9080G,TCL TAB 10s 4G,TCL,MT8768E,Mediatek,Odin,4096
H8018,TECNO K9,TECNO,MT6580,Mediatek,TECNO-K9,2048
HLTE229E_10,Hisense E40,Hisense,SC9863A,Spreadtrum,HLTE229E_10,2048
JAT-L03,Honor 8A,HONOR,MT6765,Mediatek,HWJAT-M,3072
dh0lm,K22,lge,QM215,Qualcomm,dh0lm,2048
FP2,FP2,Fairphone,MSM8974,Qualcomm,FP2,2048
1933N,vivo 1933,vivo,SDM712,Qualcomm,1933,8192
AnArPlus,Arçelik Android TV,ARCELIK,T22,MStar,sinchon,1536
RG655_ROW,RG655,RugGear,MT6762,Mediatek,RG655,3072
XQ-DC44,Xperia 10 V,Sony,SM6375,QTI,XQ-DC44,6144
SVPDTV15_TW,BRAVIA 2015,Sony,MT5830,Mediatek,SVP-DTV15,2560
SEI500SECV,Pyxis-SECV,eSTREAM4K,AMLS905X2,Amlogic,SEI500SECV,2048
PlimPad_P3_Pro,PlimPad_P3_Pro,Plimpton,A133,Allwinner,PlimPad_P3_Pro,3072
SCL21,Galaxy S3 Progre,KDDI,MSM8960,Qualcomm,SCL21,2048
m34xdeea,Galaxy M34 5G,samsung,s5e8825,Samsung,m34x,6144
TELO_TE590P_EEA,TE590P,TELOSYSTEMS,MT6762,Mediatek,TE590P_E,3072
HM-1005,HM-1005,Linxdot,MT6877,Mediatek,HM-1005,6144
a32ul_emea_vodafone_europe,Desire626,htc,MSM8916,Qualcomm,htc_a32ul_emea,2048
SP5736,SP5736,ADVANCE,A133Pro,Allwinner,SP5736,2048
SH-RM15,AQUOS sense4 lite SH-RM15,RAKUTEN,SM7125,Qualcomm,JeridL,4096
a03snsxx,Galaxy A03s,samsung,MT6765,Mediatek,a03s,3072
bre2pdugl_00401,HTC Desire19+,HTC,MT6765,Mediatek,htc_bre2pdugl,4096
LOGIC_L65,LOGIC_L65,LOGIC,SC9863A,Spreadtrum,LOGIC_L65,3072
SMV15523216,SMV15523216,SSmooth,MT6739WW,Mediatek,SMV15523216,2048
A9_Pro,A9 Pro 128G,UMIDIGI,MT6771,Mediatek,A9_Pro,6144
CP12p_S0,CP12p_S0,coolpad,MT6762,Mediatek,CP12p,4096
W-P611-EEA,View3 Pro,WIKO,MT6771,Mediatek,W-P611,4096
H6113,TECNO SPARK 4,TECNO,MT6762,Mediatek,TECNO-KC2,4096
a32tur,Galaxy A32,samsung,MT6769T,Mediatek,a32,4096
LGE-NX9RU,HONOR Magic4 Pro,HONOR,SM8450,QTI,HNLGE,8192
Z61P_OM,Z61P,Lava,SC9863A,Spreadtrum,Z61P,2048
pine_eea,Redmi 7A,Redmi,SDM439,Qualcomm,pine,2048
9132X2S_EEA,TCL TAB 8 V,TCL,MT8766B,Mediatek,Luna,2048
CAM-L53, HUAWEI Y6II,HUAWEI,Hi6220,HiSilicon,HWCAM-H,2048
Coolpad9976T,Coolpad 9976T ,Coolpad,MT6592,Mediatek,Coolpad9976T,2048
HT8LA1RBKNA01,HT8LA1RBKNA01,Hyundai,MT8768B,Mediatek,HT8LA1RBKNA01,4096
LIGHTYEAR-2,LIGHTYEAR-2,SPC,MT8167B,Mediatek,LIGHTYEAR-2,2048
BIP_EB100,Home Entertainment Box,SKB,AMLS905X4,Amlogic,BIP-EB100,3072
joyeuse_ru,Redmi Note 9 Pro,Redmi,SM7125,Qualcomm,joyeuse,6144
HKC_4K_ATV_SA_DAEWOO,4K SA Smart TV,DAEWOO,t32,Mediatek,pioneer,2048
lt03ltevzw,Galaxy Note 10.1 2014 Edition,samsung,MSM8974,Qualcomm,lt03ltevzw,3072
HP4420,SKWHP44H-ZWL,STRONG-ZWL,AMLS905X4,Amlogic,HP44H,2048
Hammer_Energy_2_EEA,Hammer Energy 2,myPhone,MT6761,Mediatek,Hammer_Energy_2,3072
TB330FU_EEA,Lenovo Tab M11,Lenovo,MT8766A,Mediatek,TB330FU,4096
ghost_eegb,Moto X (1st Gen),motorola,MSM8960,Qualcomm,ghost,2048
T799B,TCL 10 Pro,TCL,SM6150,Qualcomm,T1_PRO,6144
OrsaDS,V3 5580 Dual,Vestel,MT6753,Mediatek,Orsa,3072
T12M,T12M,Dragon_Touch,SC9863A,Spreadtrum,T12M,3072
RMX3122,realme V11 5G,realme,MT6853V/ZA,Mediatek,RMX3122CN,6144
AGMX1,AGM X1,AGM,MSM8952,Qualcomm,HS8952QC,3072
P9_EEA,P9_EEA,HAOVM,SC9863A,Spreadtrum,P9_EEA,2048
2020i,V2120,vivo,MT6765,Mediatek,2120,3072
Elite_G63,Elite_G63,Sky_Devices,MT6739WW,Mediatek,Elite_G63,2048
channel_timit,moto g(7) play,motorola,SDM632,Qualcomm,channel,2048
gtaxlwifilduzc,Galaxy Tab A 10.1,samsung,Exynos 7870,Samsung,gtaxlwifichn,2048
BV6600E_EEA,BV6600E,Blackview,SC9863A,Spreadtrum,BV6600E,4096
X3_13_EEA,X3,STK,MT6762,Mediatek,X3,4096
MTR100,MTR100,MANTRA,MT8765B,Mediatek,MTR100,2048
cupid_id,Xiaomi 12,Xiaomi,SM8450,QTI,cupid,8192
RNE-L02,nova 2i,HUAWEI,KIRIN659,HiSilicon,HWRNE,4096
P25_RUS,P25_RUS,Teclast,A133,Allwinner,P25_RUS,2048
MC2200PG_RU,MC22 CTS,Zebra,SDA660,Qualcomm,MC2200,4096
WW_I01WD,ZenFone 6 (ZS630KL) (WW) / 6Z (ZS630KL) (IN),asus,SM8150,Qualcomm,ASUS_I01WD,6144
caprip_lenovon,TBD,Lenovo,SM6115,Qualcomm,caprip,4096
PCSGOB10MVA-A,PCSGOB10MVA-A,PCSMART,MT8163,Mediatek,PCSGOB10MVA-A,2048
TF10EA2_Medical_JP2,TF10EA2,TETRATAB,x5-Z8350,Intel,TF10EA2_Medical_2,2048
D2426_CapsuleIIIPro,D2426,NEBULA,t31,Mediatek,baekdu,2048
YQ30,YQ30,YQSAVIOR,MT6762,Mediatek,YQ30,4096
TEO10S,THOMSON_TEO10S,THOMSON,A64,Allwinner,TEO10S,2048
2QRK,2QRK,ZEEPAD,RK3566,Rockchip,2QRK,2048
X900_US,X900_US,Aocwei,MT8183,Mediatek,X900_US,4096
CDI_4K_ATV3,CDI SMART TV,ContinentalEdison,t32,Mediatek,marina,2048
P635N32,C880,ZTE,MT6735,Mediatek,P635N32,2048
P5046A,Cosmo P5s,Polaroid,MT6737,Mediatek,P5046A,2048
1727_RU,vivo 1727,vivo,SDM450,Qualcomm,1727,4096
MBR05,MBR05,HOOZO,A133,Allwinner,MBR05,2048
INTV_ASIST,INTV-ASIST,Steren,AMLS905X4,Amlogic,INTV_ASIST,2048
LIGHT_X,LIGHT X,VIWA,MT6580,Mediatek,LIGHT_X,2048
M3SL20,M3 SL20,M3,MT6765,Mediatek,M3SL20,4096
harpia_vzw,Moto G4 Play,motorola,MSM8916,Qualcomm,harpia,2048
hlteztu,Galaxy Note3,samsung,MSM8674,Qualcomm,hlte,3072
BG2-U03,HUAWEI MediaPad T3 7,HUAWEI,SC7731G,Spreadtrum,HWBG2,2048
d310mg_RU,AUTOID Q7,SEUIC,SDM450,Qualcomm,d310m,3072
RMX2002,RMX2002,realme,MT6785T,Mediatek,RMX2002L1,6144
EMIR_Nokia_Oled,Android TV,Nokia,t31,Mediatek,shandao,2048
DEMK4119,DEMK4119,Cricket,MT6761,Mediatek,SL101AE,3072
JAT-L23,Honor 8A,HONOR,MT6765,Mediatek,HWJAT-M,3072
1935N_RU,vivo 1935,vivo,SM6125,Qualcomm,1935,6144
LXX501,LAVA AGNI 5G,LAVA,MT6833V/ZA,Mediatek,LXX501,8192
8491XN,TKEE MAX New,TCL,MT8167B,Mediatek,Aquaman_10_Smart_WIFI,2048
9309X_RU1,TKEE MINI NEW,Alcatel,MT8167A,Mediatek,U3A_7_WIFI_Refresh,2048
AV-08NT310,AV-08NT310,JVC,SC9863A,Spreadtrum,AV-08NT310,3072
MTC_ATV_BOX,4K_Edition,JVC,AMLS905X2,Amlogic,Android_TV_BOX,2048
PNC560,PNC560,Hytera,SM4350,Qualcomm,PNC560,4096
gts8uzcx,Galaxy Tab S8 Ultra 5G,samsung,SM8450,QTI,gts8u,8192
FFFTAB7,FFFTAB7,FFFSMARTLIFE,MT8163,Mediatek,FFFTAB7,2048
Altitude_4,Altitude 4,YES,SC9832E,Spreadtrum,Altitude_4,2048
blackjack,moto g8 power lite,motorola,MT6765,Mediatek,blackjack,4096
a56djul_00619,Desire 10 lifestyle,htc,MSM8928,Qualcomm,htc_a56djul,2048
HKC_4K_ATV_PA_TATUNG,4K Smart TV,TATUNG,t32,Mediatek,pioneer,2048
soodugls_00454,HTC U23 pro,HTC,SM7350,Qualcomm,htc_soodugls,8192
S290,S290,DEXP,MT6580,Mediatek,S290,2048
P50Plus_LTE,VisionBook P50 Plus LTE,UMAX,MT6737,Mediatek,P50Plus_LTE,2048
yogi_12_row_lte, Lenovo YOGA A12 ,Lenovo,Z8550,Intel,YOGA-A12,4096
gts9pwifiser,Galaxy Tab S9+,samsung,SM8550,QTI,gts9pwifi,12288
BV9900Pro,Blackview BV9900Pro,Blackview,MT6779p90,Mediatek,BV9900Pro,8192
Zenius08_EEA,GeoMax Zenius08,GeoMax,SM4350,Qualcomm,Zenius08,8192
Cricket_Wave,Cricket Wave,FREETEL,MSM8909,Qualcomm,Cricket_Wave,2048
TP-MDM107,TP-MDM107,PLATINUM_PLUS_TV,SC7731E,Spreadtrum,TP-MDM107,2048
PrimeOne,PrimeOne,Allnet,RK3568,Rockchip,PrimeOne,4096
NEXG_N6,NEXG N6,WALTON,T606,Spreadtrum,NEXG_N6,4096
pine,Redmi  7A,Xiaomi,SDM439,Qualcomm,pine,2048
KS20,KS20,FOLG,A133,Allwinner,KS20,3072
BODRUM_Hitachi,Android TV,Hitachi,t32,Mediatek,finch,1536
Sapphire_Tablet,Sapphire Tablet,TravelWifi,SM6115,Qualcomm,Sapphire_Tablet,4096
MEP2,MEP2,ModeEarnPhone,SC9863A,Spreadtrum,MEP2,4096
K-TAB801,K-TAB801,KONROW,A133Pro,Allwinner,K-TAB801,3072
G51_Plus,G51 Plus,BLU,T310,Spreadtrum,G0510WW,4096
P670,P670,Fplus,MT6765,Mediatek,P670,4096
bloomque,Galaxy Z Flip,samsung,SM8150P,Qualcomm,bloomq,8192
HKC_4K_ATV_SA_NEX,4K Smart TV,NEXXION,t32,Mediatek,pioneer,2048
AS0518,AS0518,ACE,MT6762,Mediatek,AS0518,2048
SC-02M,Galaxy A20,samsung,Exynos 7884B,Samsung,SC-02M,3072
VOG-L0J,P30 Pro,HUAWEI,KIRIN970,HiSilicon,HW-02L,4096
E4817,Evok Dual Note,Micromax,MT6750T,Mediatek,E4817,4096
H501S,Camon CXS,TECNO,MT6750T,Mediatek,TECNO-CX,2048
NOTE_8,NOTE 8,CUBOT,MT6739CW,Mediatek,NOTE_8,2048
K87CC,K87CC,ZTE,QM215,Qualcomm,K87,2048
W-P210-EEA,View2 Plus,WIKO,SDM450,Qualcomm,W-P210,3072
TEO10M4BK128LTE,TEO10M4BK128LTE,Thomson,MT8766A,Mediatek,TEO10M4BK128LTE,4096
bbb100indiaindonesia,BlackBerry KEYone,blackberry,MSM8953,Qualcomm,bbb100,4096
R2_LTE,R2 LTE,BLU,MT6737,Mediatek,R0170WW,2048
Eluga_Ray_700,ELUGA Ray 700,Panasonic,MT6753,Mediatek,Eluga_Ray_700,3072
degaswifiue,Galaxy Tab4 7.0,samsung,PXA1088,Marvell,degaswifiue,1536
LS_5504,LS-5504 ,LYF,MSM8939,Qualcomm,zx55q05_64,2048
BV9800Pro_RU,BV9800Pro,Blackview,MT6771T,Mediatek,BV9800Pro,6144
l5421,PULP 4G,WIKO,MSM8916,Qualcomm,l5421,2048
hawaiip_ln,moto g22,Lenovo,MT6765,Mediatek,hawaiip,4096
PSP7590DUO,GRACE V7 LTE,Prestigio,MT6739WA,Mediatek,CF59B6L,3072
IS655_ROW,IS655,isafemobile,MT6762,Mediatek,IS655,3072
6056D_RU,Alcatel 3L,Alcatel,MT6762d,Mediatek,Hong_Kong_Pro,4096
RMX1911,realme 5,realme,SM6125,Qualcomm,RMX1911,3072
bonito,Pixel 3a XL,google,SDM670,Qualcomm,bonito,4096
SEI700SKY,Sky Pod,SkyNZ,AMLS905Y4,Amlogic,SEI700SKY,2048
CMR-AL19RU,HUAWEI MediaPad M5 Pro,HUAWEI,KIRIN960,HiSilicon,HWCMR,4096
T40_ROW,T40_ROW,Teclast,T618,Spreadtrum,T40,6144
A20S,A20S,X-TIGI,SC9863A,Spreadtrum,A20S,3072
IFP8652-2,IFP8652-2,ViewSonic,AMLA311D2,Amlogic,IFP8652-2,8192
bloomqeea,Galaxy Z Flip,samsung,SM8150,Qualcomm,bloomq,8192
rosy,Redmi 5,Xiaomi,MSM8953,Qualcomm,rosy,3072
BQru_5003L,BQ-5003L Shark Pro,BQru,MT6737,Mediatek,BQru_5003L,2048
BRAVIA_UR2_4K_TW,BRAVIA 4K UR2,Sony,MT5833,Mediatek,BRAVIA_UR2_4K,3072
QT2110BP,QT2110BP,Qilive,A133,Allwinner,QT2110BP,4096
COL-L29RU,Honor 10,HONOR,KIRIN970,HiSilicon,HWCOL,4096
rk3399_Android11,APPC-10SLBe,ProDVX,RK3399,Rockchip,rk3399_Android11,4096
MB8715,MB8715,Mlab,SC7731E,Spreadtrum,MB8715,2048
AM_N9108M,AM_N9108M,Claro,AMLS905X,Amlogic,AM_N9108M,2048
802SO,Xperia 1,Sony,SM8150,Qualcomm,802SO,6144
Note_1C,Note_1C,FIGI,T310,Spreadtrum,Note_1C,3072
kitone,K910e,Lenovo,MSM8674,Qualcomm,kitone,2048
AT_701B,AT_701B,Azeyou,A133,Allwinner,AT_701B,2048
RD16Q,RD16Q,Remdun,MSM8953,Qualcomm,RD16Q,4096
SG701SH,AQUOS R compact 701SH,SG,SDM660,Qualcomm,SG701SH,3072
HRY-AL00Ta,HONOR 20i,HONOR,KIRIN710F,HiSilicon,HWHRY-HF,6144
EPIC_T,EPIC_T,YEZZ,MT6750,Mediatek,EPIC_T,3072
flame,Pixel 4,google,SDM855,Qualcomm,flame,6144
P809T70_TR_TRCL,TURKCELL T70,TURKCELL,MSM8909,Qualcomm,P809T70,2048
ATILIM_mPAD07,ATILIM_mPAD07,ATILIM_mPAD,MT8788A,Mediatek,ATILIM_mPAD07,4096
X6826C-OP,Infinix HOT 20,Infinix,MT6769V/CA,Mediatek,Infinix-X6826C,8192
TB-X103F,TAB 10,Lenovo,APQ8009,Qualcomm,TB-X103F,2048
SKT_KR_P840F03,ZTE-V9VITA,ZTE,MSM8940,Qualcomm,P840F03,2048
5029D_RU,Alcatel 3L,Alcatel,MT6762,Mediatek,TokyoPro,4096
D6633,Xperia Z3 Dual,Sony,MSM8974AC,Qualcomm,D6633,3072
Aquaris_E10,Aquaris E10,bq,MT8151,Mediatek,Aquaris_E10,2048
Impress_Vira,Impress_Vira,Vertex,MT6739CH,Mediatek,Impress_Vira,2048
5102B,TCL L7,TCL,QM215,Qualcomm,Seoul,2048
G70,G70,BLU,MT6763,Mediatek,G0250WW,2048
GX01C,GX880C,Panasonic,MSD6A938,MStar,GX01C,4096
K58b,K58b,KRIP,SC9832E,Spreadtrum,K58b,2048
KY-51B,あんしんスマホ,KYOCERA,SM4350,Qualcomm,KY-51B,4096
tapas_global,Redmi Note 12,Redmi,SM6225,QTI,tapas,4096
MSD9612PA_VINCENT,VINCENT,VINCENT,t31,Mediatek,shilin,2048
L750,Core- X3,CROSSCALL,MSM8917,Qualcomm,HS8917QC,2048
Wildfire_E2_RU,Wildfire E2,HTC,MT6762d,Mediatek,Wildfire_E2,4096
PIC-TL00,nova 2,HUAWEI,KIRIN659,HiSilicon,HWPIC,4096
T799H_TR,TCL 10 Pro,TCL,SM6150,Qualcomm,T1_PRO,6144
EVR-AL00,Mate 20 X,HUAWEI,KIRIN980,HiSilicon,HWEVR,6144
TB128FU_TR,Lenovo Tab M10 Plus 3rd Gen,Lenovo,SM6125,Qualcomm,TB128FU,4096
b5_open_kr,LG G Pad III 10.1 FHD LTE,lge,MSM8952,Qualcomm,b5,2048
aka_open_tr,LG AKA,lge,MSM8926,Qualcomm,aka,1536
Wildfire_E_plus_RU,Wildfire E plus,HTC,MT6739WA,Mediatek,Wildfire_E_plus,2048
M10_A05,M20,PRITOM,A133,Allwinner,M10_A05,3072
Primo_HM5,Primo HM5,WALTON,MT6761,Mediatek,Primo_HM5,4096
SH-S70P,AQUOS sense7 plus,SHARP,SM6375,QTI,Quattro,6144
PNC460,PNC460,Hytera,QCM4290,Qualcomm,PNC460,4096
SUPERSONIC_UHD_ATV,USA,SUPERSONIC,T22,MStar,yeongdeungpo,1536
100011886_GTW,100011886_GTW,greatwall,MT8168B,Mediatek,tablet,2048
GH1,GHIA,GHIA,MT6739WA,Mediatek,GH1,2048
5024D,Alcatel 1S,TCL,SC9863A,Spreadtrum,Faraday,3072
FTU152D,FTU152D,FREETEL,MT6795,Mediatek,FTU152D,3072
AC_934312,AC_934312,ACTECK,A133,Allwinner,AC_934312,2048
myXI3,myXI3,MyPhone,SC9832E,Spreadtrum,myXI3,2048
6156A,TCL 20Y,TCL,MT6762d,Mediatek,Hong_Kong_Pro,4096
NOTE2,NOTE2,MOBULAA,SC9863A,Spreadtrum,NOTE2,4096
Z11,Z11,HOMTOM,MT6750T,Mediatek,Z11,4096
a21snnxx,Galaxy A21s,samsung,Exynos 850,Samsung,a21s,3072
Kammunica_500V,Kammunica_500V,Kammunica,MT6739WW,Mediatek,Kammunica_500V,3072
