manufacturer,brand,product,device,marketing_name,cpu_model,cpu_make,ram_mb
Fivahiva,Fivahiva,YY_766A,YY_766A,YY_766A,A133,Allwinner,2048
GHIA,GHIA,GA7PN,GA7PN,GA7PN,A133,Allwinner,2048
TABI_by_t_go,TABI_by_t_go,EUTB_758i,EUTB_758i,EUTB_758i,A133,Allwinner,2048
okayseamedia,okayseamedia,TK708,TK708,TK708,A133,Allwinner,2048
hena,YEZZ,EPIC_3,EPIC_3, EPIC_3 ,A133,Allwinner,2048
hena,SGIN,C8,C8, C8,A133,Allwinner,2048
Fivahiva,Fivahiva,YY_766A_EEA,YY_766A_EEA,YY_766A_EEA,A133,Allwinner,2048
EagleSoar,EagleSoar,Z_766A_EEA,Z_766A_EEA,Z_766A_EEA,A133,Allwinner,2048
hena,Russound,XTS7,XTS7,XTS7,A133,Allwinner,2048
meanIT,meanIT,meanIT_K20,meanIT_K20,meanIT_K20,A133,Allwinner,2048
AEEZO,AEEZO,TK809_EEA,TK809_EEA,TK809_EEA,A133,Allwinner,2048
GREATASIA,GREATASIA,TK_E720_EEA,TK_E720_EEA,TK_E720_EEA,A133,Allwinner,2048
okayseamedia,okayseamedia,TK708_EEA,TK708_EEA,TK708_EEA,A133,Allwinner,2048
CWOWDEFU,CWOWDEFU,C75W,C75W,C75W,A133,Allwinner,2048
weelikeit,weelikeit,C74W,C74W,C74W,A133,Allwinner,2048
CWOWDEFU,CWOWDEFU,C75W_EEA,C75W_EEA,C75W_EEA,A133,Allwinner,2048
Multilaser,Multilaser,M9_WIFI,ML_JI0E_M9_WIFI,M9 WIFI ,A133,Allwinner,2048
Xiaomi,Redmi,yunluo,yunluo,Redmi Pad,MT6789,Mediatek,3072
KYASTER,KYASTER,KPad_U4,KPad_U4,KPad_U4,A133,Allwinner,2048
IKU,IKU,T5,T5,T5,A133,Allwinner,2048
KEMPLER_STRAUSS,KEMPLER_STRAUSS,ZKEMPLER11,ZKEMPLER11,ZKEMPLER11,A133,Allwinner,2048
Cidea,Cidea,CM82,CM82,CM82,A133,Allwinner,2048
LASER,LASER,MID_899IPS,MID_899IPS,MID_899IPS,A133,Allwinner,2048
UJoyFeel,UJoyFeel,F11,F11,F11,A133,Allwinner,2048
Cidea,Cidea,CM77,CM77,CM77,A133,Allwinner,2048
SAMTECH,SAMTECH,MID_M10,MID_M10,MID_M10,A133,Allwinner,2048
LASER,LASER,MID_1099IPS,MID_1099IPS,MID_1099IPS,A133,Allwinner,2048
KYASTER,KYASTER,KPad_U4_EEA,KPad_U4_EEA,KPad_U4_EEA,A133,Allwinner,2048
Cidea,Cidea,CM76_EEA,CM76_EEA,CM76,A133,Allwinner,2048
ATOZEE,ATOZEE,AT10,AT10,AT10,A133,Allwinner,2048
COOPERS,COOPERS,CP81,CP81,CP81,A133,Allwinner,2048
ATOZEE,ATOZEE,AT10K,AT10K,AT10K,A133,Allwinner,2048
Plimpton,Plimpton,Kids_10,Kids_10,Kids_10,A133,Allwinner,2048
TechPad,TechPad,TechPad_832,TechPad_832,TechPad_832,A133,Allwinner,2048
UMAX,UMAX,8L_PLUS_EEA,8L_PLUS_EEA,8L_PLUS_EEA,A133,Allwinner,2048
XGODY,XGODY,T702Pro_S,T702Pro_S,T702Pro_S,A133,Allwinner,2048
LASER,LASER,MID_799IPS,MID_799IPS,MID_799IPS,A100,Allwinner,2048
KYASTER,KYASTER,KPad_U2_Pro,KPad_U2_Pro,KPad_U2_Pro,A133Pro,Allwinner,2048
Veidoo,Veidoo,T30,T30,T30,A133,Allwinner,2048
Veidoo,Veidoo,T30_EEA,T30_EEA,T30_EEA,A133,Allwinner,2048
KYASTER,KYASTER,KPad_U2_Pro_EEA,KPad_U2_Pro_EEA,KPad_U2_Pro_EEA,A133,Allwinner,2048
Allwinner,QUNYICO,Y10_2,Y10_2,Y10_2,A133,Allwinner,2048
OLAX,OLAX,Magic_Q8,Magic_Q8,Magic_Q8,A133,Allwinner,2048
TechPad,TechPad,TechPad_732,TechPad_732,TechPad_732,A133,Allwinner,2048
ATOZEE,ATOZEE,AT81K,AT81K,AT81K,A133,Allwinner,2048
Qlink,Qlink,Scepter8_tablet,Scepter8_tablet,Scepter 8 Tablet,A133,Allwinner,2048
PCBOX,PCBOX,PCB_T801,PCB_T801,PCB_T801,A133,Allwinner,2048
PRITOM,PRITOM,M10_B01,M10,M10_B01,A100,Allwinner,2048
ATOZEE,ATOZEE,AT71K,AT71K,AT71K,A133,Allwinner,2048
HDC,HDC,T10_232,T10_232,T10_232,A133,Allwinner,2048
Supersonic,Supersonic,SC_5310BDL,SC_5310BDL,SC-5310BDL,A133,Allwinner,2048
southerntelecom,Smartab,ST8888,ST8888,ST8888,A133,Allwinner,2048
CONTIXO,CONTIXO,V9A,V9A,V9A,A100,Allwinner,2048
Veidoo,Veidoo,VEIDOO_T60,VEIDOO_T60,VEIDOO_T60,A100,Allwinner,2048
CONTIXO,CONTIXO,V10C,V10C,V10C,A133,Allwinner,2048
DOMATON,DOMATON,K712,K712,K712,A133,Allwinner,2048
PRITOM,PRITOM,M10_B01_EEA,M10_EEA,M10_B01_EEA,A100,Allwinner,2048
Veidoo,Veidoo,VEIDOO_T60_EEA,VEIDOO_T60_EEA,VEIDOO_T60_EEA,A100,Allwinner,2048
PRITOM,PRITOM,P7_A2_EEA,P7_A2_EEA,P7_A2_EEA,A133,Allwinner,1536
LENOVO,Lenovo,TB300FU_S,TB300FU, Lenovo Tab M8 (4th gen),MT8766A,Mediatek,2048
Emdoor,aiwa,JA2-TBA0801,JA2-TBA0801,JA2-TBA0801,MT8168B,Mediatek,2048
Q-electronics,Q-electronics,QP-TAQC70,QP-TAQC70,QP-TAQC70,MT8168B,Mediatek,2048
Hena,Gateway,GAKM10822,GAKM10822,GAKM10822,MT8168B,Mediatek,2048
VANKYO,VANKYO,TB-VS100U,TB-VS100U,TB-VS100U,MT8168B,Mediatek,2048
VANKYO,VANKYO,TB-VS100U_EEA,TB-VS100U_EEA,TB-VS100U_EEA,MT8186B,Mediatek,2048
Hena,Gateway,GATM10822,GATM10822,GATM10822,MT8168B,Mediatek,2048
Hena,Gateway,GATM11022,GATM11022,GATM11022,MT8168B,Mediatek,2048
along,PROSCAN_ELITE,PELTDVD1029,PELTDVD1029,PELTDVD1029,MT8168B,Mediatek,2048
along,MightierTab,MT003_22,MT003_22,MT003_22,MT8168B,Mediatek,2048
along,MightierTab,MT003-22,MT003-22,MT003-22,MT8168B,Mediatek,2048
acer,acer,ACTAB723,ACTAB723,ACTAB723,MT8168A,Mediatek,2048
acer,acer,ATAB723E,ATAB723E,ATAB723E,MT8168A,Mediatek,2048
onn,onn,100071481A,mid7019_mr_32,100071481A,MT8168B,Mediatek,2048
onn,onn,100071481,mid7019_mr_32,100071481,MT8168B,Mediatek,2048
JOYAR,onn,100071485A,100071485A,100071485A,MT8168B,Mediatek,2048
JOYAR,onn,100092980A,100092980A,100092980A,MT8168B,Mediatek,2048
JOYAR,onn,100071486A,100071486A,100071486A,MT8186B,Mediatek,2048
JOYAR,onn,100071483A,100071483A,100071483A,MT8168B,Mediatek,2048
JOYAR,onn,100044018,100044018,	100044018,MT8168B,Mediatek,2048
OASYS,OASYS,TEG9300-4A,TEG9300-4A,TEG9300-4A,MT8766B,Mediatek,2048
Along,OASYS,TEG9300-4A,TEG9300-4A,TEG9300-4A,MT8766B,Mediatek,2048
ZB10M,ZZB,ZB10M,ZB10M,ZB10M,MT8321,Mediatek,2048
JOYAR,onn,100071486,100071486,100071486,MT8168B,Mediatek,2048
JOYAR,onn,100071483,100071483,100071483,MT8168B,Mediatek,2048
JOYAR,onn,100071485,100071485,100071485,MT8168B,Mediatek,2048
JOYAR,onn,100092980,100092980,100092980,MT8168B,Mediatek,2048
JOYAR,onn,100044018G,100044018G,100044018G,MT8168B,Mediatek,2048
JOYAR,onn,100044018P,100044018P,100044018P,MT8168B,Mediatek,2048
Hena,Gateway,GATM11033,GATM11033,GATM11033,MT8168B,Mediatek,2048
Shenzhen Huaqun,MPGIO,MLT102359,MLT102359,MLT102359,MT8168A,Mediatek,2048
along,GPX,TBDV1093,TBDV1093,TBDV1093,MT8168A,Mediatek,2048
Joyar,Connected_Chef,Connected_Chef,Connected_Chef,Connected_Chef,MT8168B,Mediatek,2048
Clementoni S.p.A.,Clementoni,CLEMPAD10_2023,CLEMPAD10_2023,CLEMPAD10_2023,MT8168B,Mediatek,2048
SHARP,SHARP,SH-T01L,OG6,SH-T01L,SM6125,Qualcomm,4096
SHARP,dtab,d-41A,d-41A,dtab d-41A,SM6125,Qualcomm,4096
Zebra Technologies,Zebra,EC30PR,EC30RT,EC30,SDM660,Qualcomm,4096
Zebra Technologies,Zebra,ET51,ET51L,Zebra Technologies ET51,SDM660,Qualcomm,4096
Zebra Technologies,Zebra,MC3300xS,MC3300xC,Zebra Technologies MC3300x,SDM660,Qualcomm,4096
Realtime,Realtime,T504,T504,T504,MT8765WB,Mediatek,3072
onn,onn,100043279,mid1105_mp,100043279,MT8788A,Mediatek,3072
Zebra Technologies,Zebra,MC2200BG,MC2200,Zebra Technologies MC2200,SDA660,Qualcomm,3072
Zebra Technologies,Zebra,MC2200PG,MC2200,Zebra Technologies MC2200,SDA660,Qualcomm,3072
KYOCERA,KYOCERA,KC-T304,KC-T304,KC-T304,MT6765,Mediatek,3072
Acer,acer,ET110A-11A,Cyborg,Cyborg,MT8385,Mediatek,4096
BYJUS,BYJUS,LRNS10GIL0,LRNS10GIL0,LRNS10GIL0,MT8788B,Mediatek,3072
BYJUS,BYJUS,LRNS10WNW0,LRNS10WIFI,LRNS10WNW0,MT8788B,Mediatek,3072
BYJUS,BYJUS,LRNS10RNW0,LRNS10WIFI,LRNS10RNW0,MT8788B,Mediatek,3072
BYJUS,BYJUS,LRNS10WIL0,LRNS10WIL0,LRNS10WIL0,MT8788B,Mediatek,3072
BYJUS,BYJUS,LRNS10RIL0,LRNS10RIL0,LRNS10RIL0,MT8788B,Mediatek,3072
BYJUS,BYJUS,LRNS10WEW0,LRNS10WIFI,LRNS10WEW0,MT8788B,Mediatek,3072
incar,ABC_TECH,X20_Pro,X20_Pro,X20_Pro,MT6762,Mediatek,4096
incar,MOVISUN,Astro_Pad10,Astro_Pad10,Astro_Pad10,MT6762,Mediatek,4096
incar,PLOYER,A1190,A1190,A1190,MT6762,Mediatek,3072
incar,Teclast,P20S_ROW,P20S_ROW,P20S_ROW,MT6762,Mediatek,4096
incar,Teclast,P20S_EEA,P20S_EEA,P20S_EEA,MT6762,Mediatek,4096
incar,Aocwei,X900_US,X900_US,X900_US,MT8183,Mediatek,4096
incar,Oangcc,A9_US,A9_US,A9_US,MT8183,Mediatek,4096
incar,Teclast,P30S_ROW,P30S_ROW,P30S_ROW,MT8183,Mediatek,4096
incar,Teclast,M40Plus_ROW,M40Plus_ROW,M40Plus_ROW,MT8183,Mediatek,8192
incar,EXCEED,E10W10,E10W10,E10W10,MT8183,Mediatek,4096
incar,Teclast,T40Pro_M_ROW,T40Pro_M_ROW,T40Pro_M_ROW,MT8183,Mediatek,8192
incar,AAUW,T_50,T_50,T_50,MT8183,Mediatek,6144
incar,Oangcc,A9_EEA,A9_EEA,A9_EEA,MT8183,Mediatek,4096
incar,Aocwei,X900_EEA,X900_EEA,X900_EEA,MT8183,Mediatek,4096
incar,Teclast,M40Plus_EEA,M40Plus_EEA,M40Plus_EEA,MT8183,Mediatek,8192
incar,Blackview,Tab11WiFi_EEA,Tab11WiFi_EEA,Tab11WiFi_EEA,MT8183,Mediatek,8192
incar,Teclast,T40Pro_M_EEA,T40Pro_M_EEA,T40Pro_M_EEA,MT8183,Mediatek,8192
incar,Alldocube,iPlay50_SE,iPlay50_SE,iPlay50_SE,MT8183,Mediatek,4096
incar,JOYSURF,TB-JS101A,TB-JS101A,TB-JS101A,MT6762,Mediatek,3072
onn,onn,100092988A,mid7019_mr_32,100092988A,MT8168B,Mediatek,2048
onn,onn,100092988,mid7019_mr_32,100092988,MT8168B,Mediatek,2048
wheatek,Blackview,Tab_10_Pro,Tab_10_Pro,Tab 10 Pro,MT8788A,Mediatek,8192
LENOVO,Lenovo,TB226XC_PRC,TB226XC,启天K10 Pro,SM6125,Qualcomm,4096
Doro,Doro,S10A,DTO0410,Doro Tablet,T618,Spreadtrum,4096
Maxwest,Maxwest,ASTRO_A10,MX-AA10WW02,ASTRO_A10,T310,Spreadtrum,3072
Maxwest,Maxwest,ASTRO_A8,MX-AA8WW02,ASTRO_A8,T310,Spreadtrum,3072
SKY,SKY,SKY_PAD10us,SKY_PAD10us,SKY_PAD10us,T310,Spreadtrum,3072
Maze_Speed,Maze_Speed,SSB10T323,SSB10T323,SSB10T323,T310,Spreadtrum,3072
Maze_Speed,Maze_Speed,SSB8T323,SSB8T323,SSB8T323,T310,Spreadtrum,3072
ROVER,ROVER,R10,R10,R10,T310,Spreadtrum,3072
Eudora,Eudora,Eudora_E10,Eudora_E10,Eudora_E10,T310,Spreadtrum,3072
SELVAS,SELVAS,BrailleSense,BrailleSense,H632B,MT6873,Mediatek,6144
SELVAS,SELVAS,BrailleSense_EEA,BrailleSense,BrailleSense_EEA,MT6873,Mediatek,6144
CWOWDEFU,CWOWDEFU,C86W,C86W,C86W,A133,Allwinner,2048
weelikeit,weelikeit,C85W,C85W,C85W,A133,Allwinner,2048
CWOWDEFU,CWOWDEFU,C86W_EEA,C86W_EEA,C86W_EEA,A133,Allwinner,2048
weelikeit,weelikeit,C85W_EEA,C85W_EEA,C85W_EEA,A133,Allwinner,2048
CWOWDEFU,CWOWDEFU,C77W_EEA,C77W_EEA,C77W_EEA,A133,Allwinner,2048
weelikeit,weelikeit,C76W_EEA,C76W_EEA,C76W_EEA,A133,Allwinner,2048
KRONO,KRONO,NET_Y,NET_Y,NET_Y,A523,Allwinner,4096
PHILCO,PHILCO,TP7A464,TP7A464,TP7A464,A133,Allwinner,4096
skythtek,SOWLY,AG_1088_A133P,AG_1088_A133P,AG_1088_A133P,A133,Allwinner,4096
hena,Apolosign,EM103A,EM103A,EM103A,A523,Allwinner,4096
JREN,JREN,J10PRO,J10PRO,J10PRO,A133,Allwinner,4096
HIGRACE,HIGRACE,OC101,OC101,OC101,A523,Allwinner,4096
skythtek,STYLO,10_Notebook,10_Notebook,10_Notebook,A133,Allwinner,4096
TABI_by_t_go,TABI_by_t_go,TGO_TB1001_4R,TGO_TB1001_4R,TGO_TB1001_4R,A133,Allwinner,4096
skythtek,PAITANRY,R16_Kid_Tablet,R16,R16,A133,Allwinner,4096
Teclast,Teclast,P85T_ROW,P85T,P85T_ROW,A523,Allwinner,4096
skythtek,yyswie,CT1001,CT1001,CT1001,A523,Allwinner,4096
Wainyok,Wainyok,P10X,P10X,P10X,A523,Allwinner,4096
NST,SGIN,A10,A10,A10,A523,Allwinner,4096
Alldocube,Alldocube,iPlay50_Mini_Lite,U807,iPlay50_Mini_Lite,A523,Allwinner,4096
skythtek,CWOWDEFU,P15W,P15W,P15W,A523,Allwinner,4096
skythtek,KEMPLER_STRAUSS,11PRO,ZKEMPLER_11PRO,11PRO,A133,Allwinner,4096
skythtek,Veidoo,VEIDOO_T70,VEIDOO_T70,VEIDOO_T70,A523,Allwinner,4096
skythtek,Hyjoy,P11,P11,P11,A523,Allwinner,4096
skythtek,Byybuo,SmartPad_T20,SmartPad_T20,SmartPad_T20,A523,Allwinner,4096
Teclast,Teclast,P26T_ROW,P26T,P26T_ROW,A523,Allwinner,4096
skythtek,VORCOM,SXPRO,SXPRO,SXPRO,A523,Allwinner,4096
Teclast,Teclast,P85T_EEA,P85T,P85T_EEA,A523,Allwinner,4096
Teclast,Teclast,P26T_EEA,P26T,P26T_EEA,A523,Allwinner,4096
HIGRACE,HIGRACE,OC101,OC101_EEA,OC101,A523,Allwinner,4096
skythtek,Hyjoy,P11_EEA,P11_EEA,P11_EEA ,A523,Allwinner,4096
skythtek,CWOWDEFU,P15W_EEA,P15W_EEA,P15W_EEA,A523,Allwinner,4096
skythtek,Byybuo,SmartPad_T20,SmartPad_T20_EEA,SmartPad_T20_EEA,A523,Allwinner,4096
skythtek,yyswie,CT1001,CT1001_EEA,CT1001_EEA,A523,Allwinner,4096
DUODUOGO,DUODUOGO,Tablet_PC,S8,S8,A523,Allwinner,4096
skythtek,TABI_by_t_go,TGO_TB780i,TGO_TB780i,TGO_TB780i,A523,Allwinner,4096
skythtek,Entity,ENTG1011,ENTG1011,ENTG1011,A133,Allwinner,4096
Hyundai,Hyundai,HT8WB1RBK02A,HT8WB1RBK02A,HT8WB1RBK02A,A133,Allwinner,3072
bnd,X-View,ZPB18,ZPB18,ZPB18,A523,Allwinner,4096
HYUNDAI,HYUNDAI,HT10WB2MSG01,HT10WB2MSG01,HT10WB2MSG01,A133,Allwinner,3072
GHIA,GHIA,GA8N,GA8N,GA8N,A133,Allwinner,4096
ATMPC,ATMPC,IT-1001A,IT-1001A,IT-1001A,A133,Allwinner,3072
FOLG,FOLG,KS20,KS20,KS20,A133,Allwinner,3072
Danew,Danew,Dslide_809Pro_EEA,Dslide_809Pro,Dslide_809Pro_EEA,A133,Allwinner,3072
RIO,RIO,RIOPAD_S10,RIOPAD_S10,RIOPAD_S10,A133Pro,Allwinner,4096
LOGICOM,LOGICOM,Tab_Stand_Pro,Tab_Stand_Pro,Tab_Stand_Pro,A133,Allwinner,4096
Fivahiva,Fivahiva,FF10A,FF10A,FF10A,A133,Allwinner,3072
Mookia,Mookia,MM10A,MM10A,MM10A,A133,Allwinner,3072
Semeakoko,Semeakoko,SS10A,SS10A,SS10A,A133,Allwinner,3072
LINSAY,LINSAY,F10XIPG,F10XIPG,F10XIPG,A523,Allwinner,4096
KONROW,KONROW,K-TAB801,K-TAB801,K-TAB801,A133Pro,Allwinner,3072
Semeakoko,Semeakoko,SS10A_EEA,SS10A_EEA,SS10A_EEA,A133,Allwinner,3072
EagleSoar,EagleSoar,EE10A,EE10A,EE10A,A133,Allwinner,3072
SKY Devices,SKY,SKY_KIDsPro,SKY_KIDsPro,SKY_KIDsPro,A133,Allwinner,4096
iGET,iGET,SMART_W30_EEA,SMART_W30_EEA,SMART_W30_EEA,A133,Allwinner,3072
bnd,iGET,SMART_W84_EEA,SMART_W84_EEA,SMART_W84_EEA,A133,Allwinner,3072
iGET,iGET,SMART_W84_EEA,SMART_W84_EEA,SMART_W84_EEA,A133,Allwinner,3072
bnd,Aocwei,X300_EEA_T,X300_EEA_T,X300_EEA_T,A133,Allwinner,3072
bnd,Oangcc,TAB_A8_EEA_T,TAB_A8_EEA_T,TAB_A8_EEA_T,A133,Allwinner,3072
PRITOM,PRITOM,L8_B02_EEA,L8_B02_EEA,L8_B02_EEA,A523,Allwinner,4096
YESTEL,YESTEL,X9_EEA,X9_EEA,X9_EEA,A133,Allwinner,3072
PRITOM,PRITOM,L8_B01_EEA,L8_B01_EEA,L8_B01_EEA,A133Pro,Allwinner,4096
LEXIBOOK,LEXIBOOK,LT10,LT10,LT10,A133Pro,Allwinner,4096
LEXIBOOK,LEXIBOOK,TLN10FR,TLN10FR,TLN10FR,A523,Allwinner,4096
DEPLAY,DEPLAY,BS801_EEA,BS801_EEA,BS801,A133,Allwinner,4096
ATOZEE,ATOZEE,ZB30,ZB30,ZB30,A133,Allwinner,4096
AURZEN,AURZEN,TB-AS100A,TB-AS100A,TB-AS100A,A523,Allwinner,4096
YESTEL,YESTEL,X9_US,X9_US,X9_US,A133,Allwinner,3072
TechPad,TechPad,R10,R10,R10,A133,Allwinner,4096
KUVA,KUVA,Pad,Pad,Pad,A133,Allwinner,4096
PRITOM,PRITOM,L8_B02,L8_B02,L8_B02,A523,Allwinner,4096
KEMPLER_STRAUSS,KEMPLER_STRAUSS,ZKEMPLER11PRO,ZKEMPLER11PRO,ZKEMPLER11PRO,A133,Allwinner,4096
Azpen,Azpen,K750,K750,K750,A133,Allwinner,4096
XGODY,XGODY,TAB_M10,TAB_M10,TAB_M10,A523,Allwinner,4096
JREN,JREN,J10PLUS,J10PLUS,J10PLUS,A523,Allwinner,4096
Plimpton,Plimpton,P8,P8,P8,A133,Allwinner,4096
JREN,JREN,J11PLUS,J11PLUS,J11PLUS,A523,Allwinner,4096
PRITOM,PRITOM,L8_B01,L8_B01,L8_B01,A133Pro,Allwinner,4096
GVPNT,GHIA,GVPNT,GVPNT,GVPNT,A523,Allwinner,4096
Blaupunkt,Blaupunkt,BP_T6110X,BP_T6110X,BP_T6110X,A133,Allwinner,4096
Blaupunkt,Blaupunkt,BP_T6108X,BP_T6108X,BP_T6108X,A133,Allwinner,4096
Multilaser,Multilaser,M9_WIFI,ML_JI0T_M9_WIFI,M9_WIFI ,A133,Allwinner,2048
FACETEL,FACETEL,W3_T_EEA,W3_T_EEA,W3_T_EEA,A133,Allwinner,3072
SMART PRODUCTS CONNECTION SA,PEAQ,PET_8040_H464S,PET_8040_H464S,PET_8040_H464S,A133Pro,Allwinner,4096
MuGroup,MuGroup,MW714P,MW714P,MW714P,A133,Allwinner,3072
onn,onn,PP86A_W,PP86A_W,PP86A_W,A133,Allwinner,3072
FACETEL,FACETEL,W3_T_US,W3_T_US,W3_T_US,A133,Allwinner,3072
OLAX,OLAX,Ocean_F8,Ocean_F8,Ocean_F8,A133Pro,Allwinner,4096
Adreamer,Adreamer,KidsPad_7,KidsPad_7,KidsPad_7,A133,Allwinner,3072
AWOW,AWOW,Funtab_1001,Funtab_1001,Funtab_1001,A133,Allwinner,4096
Supersonic,Supersonic,SC_3107,SC_3107,SC_3107,A133,Allwinner,4096
SILVERWIN,SILVERWIN,SWA10E5LTE,SWA10E5LTE,SWA10E5LTE,MT8768A,Mediatek,3072
Elo Touch Solutions,Elo,10in-I-Series-4_E8MP,10in-I-Series-4,10in-I-Series-4,SDA660,Qualcomm,4096
Elo Touch Solutions,Elo,15in-I-Series-4_E8MP,15in-I-Series-4,15in-I-Series-4,SDA660,Qualcomm,4096
Elo Touch Solutions,Elo,15in-I-Series-4-USB-C-5M,15in-I-Series-4-USB-C,15in-I-Series-4-USB-C,SDA660,Qualcomm,4096
Xiaomi,Redmi,yunluo_in,yunluo,Redmi Pad,MT6789,Mediatek,3072
Xiaomi,Redmi,yunluo_id,yunluo,Redmi Pad,MT6789,Mediatek,3072
Xiaomi,Redmi,yunluo_global,yunluo,Redmi Pad,MT6789,Mediatek,3072
Xiaomi,Redmi,yunluo_ru,yunluo,Redmi Pad,MT6789,Mediatek,3072
Xiaomi,Redmi,yunluo_eea,yunluo,Redmi Pad,MT6789,Mediatek,3072
ZDK,ZDK,ZDKMP-T30B_ROW,ZDKMP-T30B,ZDKMP-T30B_ROW,MT8183,Mediatek,6144
PitneyBowes,PitneyBowes,ELINK2B,ELINK2B,Pitney Bowes C-Series,MT8385,Mediatek,4096
ZDK,ZDK,ZDKMP-T30A_ROW,ZDKMP-T30A,ZDKMP-T30A_ROW,MT8183,Mediatek,4096
Plimpton,Plimpton,PlimPad_P3_Pro,PlimPad_P3_Pro,PlimPad_P3_Pro,A133,Allwinner,3072
DEPLAY,DEPLAY,BS101_EEA,BS101_EEA,BS101_EEA,A133,Allwinner,3072
HAEHNE,HAEHNE,A863K_A17_EEA,A863K_A17_EEA,A863K_A17_EEA,A133,Allwinner,4096
WeTap,WeTap,WeTap_Y10_EEA,WeTap_Y10_EEA,WeTap_Y10_EEA,A133,Allwinner,3072
Achate,Achate,KidsTab1_EEA,KidsTab1_EEA,Kids Tab 1,A133,Allwinner,4096
Zenijust,Zenijust,H20_EEA,H20_EEA,H20,A133,Allwinner,3072
Teclast,Teclast,P25_T_ROW,P25_T,P25_T_ROW,A133,Allwinner,3072
Shenzhen JREN Technology CO LTD,JREN,JR_J1063,JR_J1063,JR_J1063,A133,Allwinner,3072
DUODUOGO,DUODUOGO,Tablet_PC,S7_EEA,S7_EEA ,A133,Allwinner,3072
Teclast,Teclast,P25_T_EEA,P25_T,P25_T_EEA,A133,Allwinner,3072
Danew,Danew,Dslide_809_EEA,Dslide_809_EEA,Dslide_809,A133,Allwinner,3072
Polaroid,Polaroid,POMDTB007,POMDTB007,POMDTB007,A133,Allwinner,3072
Hyundai,Hyundai,HT8WB1RBK02_12,HT8WB1RBK02_12,HT8WB1RBK02_12,A133,Allwinner,3072
Teclast,Teclast,P80T_ROW,P80T,P80T_ROW,A133,Allwinner,3072
Teclast,Teclast,P80T_EEA,P80T,P80T_EEA,A133,Allwinner,3072
CWOWDEFU,CWOWDEFU,C10W,C10W,C10W,A133,Allwinner,3072
CWOWDEFU,CWOWDEFU,C10W_EEA,C10W_EEA,C10W_EEA,A133,Allwinner,3072
PRITOM,PRITOM,M10_A05,M10_A05,M20,A133,Allwinner,3072
VOLENTEX,VOLENTEX,M10_A04_EEA,M10_A04_EEA,M10_A04_EEA,A133,Allwinner,3072
PRITOM,PRITOM,M10_A05_EEA,M10_A05_EEA,M10,A133,Allwinner,3072
VOLENTEX,VOLENTEX,M10_A04,M10_A04,M10,A133,Allwinner,3072
WeTap,WeTap,WeTap_Y10,WeTap_Y10,WeTap_Y10,A133,Allwinner,3072
CONTIXO,CONTIXO,K103,K103,K103,A133,Allwinner,3072
BAKEN,BAKEN,M10_A03,M10_A03,M10,A133,Allwinner,3072
XGODY,XGODY,T702Pro_A,T702Pro_A,T702Pro,A133,Allwinner,3072
SMART PRODUCTS CONNECTION SA,SPC,GRAVITY_3_MINI,GRAVITY_3_MINI,GRAVITY_3_MINI,A133,Allwinner,4096
Samtech,Samtech,TWIFI_Q07,TWIFI_Q07,TWIFI_Q07,A133,Allwinner,3072
PRITOM,PRITOM,P7_A3,P7_A3,P7_A3,A133,Allwinner,3072
PRITOM,PRITOM,K7_A2_EEA,K7_A2_EEA,K7_A2_EEA,A133,Allwinner,3072
PRITOM,PRITOM,P7_A3_EEA,P7_A3_EEA,P7_A3_EEA,A133,Allwinner,3072
Honeywell,Honeywell,VM1A,VM1A-L0-N,Thor VM1A,SDM660,Qualcomm,3072
Honeywell,Honeywell,VM3A-G,VM3A-L0-P,Thor VM3A,SDM660,Qualcomm,4096
Honeywell,Honeywell,VM3A-G,VM3A-L0-N,Thor VM3A,SDM660,Qualcomm,4096
Honeywell,Honeywell,VM1A,VM1A-L0-P,Thor VM1A,SDM660,Qualcomm,3072
nubia,nubia,nubiaPAD3D,LumePad,nubia PAD 3D,SM8350,Qualcomm,8192
Leia Inc,LeiaInc,LumePadGen2,LumePad,Lume Pad,SM8350,Qualcomm,8192
Leia Inc,LeiaInc,LumePadGen2_NB,LumePad,nubia Pad 3D,SM8350,Qualcomm,8192
Leia Inc,LeiaInc,EEA_LumePadGen2,LumePad,nubia Pad 3D,SM8350,Qualcomm,8192
Leia Inc,LeiaInc,LumePadGen2_CN,LumePad,nubia Pad 3D,SM8350,Qualcomm,8192
UMIDIGI,UMIDIGI,AblePad_Pro-EEA,AblePad_Pro-EEA,AblePad_Pro-EEA,MT8788B,Mediatek,4096
UMIDIGI,UMIDIGI,AblePad_Pro,AblePad_Pro,AblePad_Pro,MT8788B,Mediatek,4096
TEM,meen,m60,m60,m60,MT6769,Mediatek,4096
Sony,SonyAudio,icx1301_002,icx1301,NW-A300Series,QCS2290,Qualcomm,4096
Sony,SonyAudio,icx1301_001,icx1301,NW-A300Series,QCS2290,Qualcomm,4096
Sony,SonyAudio,icx1301_000,icx1301,NW-A300Series,QCS2290,Qualcomm,4096
Sony,SonyAudio,icx1301_003,icx1301,NW-A300Series,QCS2290,Qualcomm,4096
LGE,lge,jettalt,jettalt,LG Ultra Tab,SM6225,QTI,4096
Honeywell,Honeywell,CW45-X0-D-G,CW45,CW45,QCM4290,Qualcomm,6144
Sony,SonyAudio,icx1302_002,icx1302,NW-ZX700Series,QCS4290,Qualcomm,4096
