manufacturer,brand,product,device,marketing_name,cpu_model,cpu_make,ram_mb
WALTON,WALTON,Primo_GH10,Primo_GH10,PRIMO GH10,SC9863A,Spreadtrum,2048
DOOGEE,DOOGEE,X96_EEA,X96,X96,SC9863A,Spreadtrum,2048
Ulefone,Ulefone,Note_10_EEA,Note_10,Note 10,SC9863A,Spreadtrum,2048
BLU,BLU,J9L_TIGO,J0080WW,J9L,SC9863A,Spreadtrum,2048
Max Tel FZE,iKU,A35,A35,A35,SC9863A,Spreadtrum,2048
Max Tel FZE,iKU,A21,A21,A21,SC9863A,Spreadtrum,2048
Symphony,Symphony,i69,i69,i69,SC9863A,Spreadtrum,2048
Mobicel,Mobicel,LEGEND_MAX,LEGEND_MAX, LEGEND_MAX_LTE,SC9832E,Spreadtrum,2048
Mobicel,Mobicel,EPIC_MAX,EPIC_MAX,EPIC MAX,SC9863A,Spreadtrum,2048
Mobicel,Mobicel,Legend_Pro_LTE,Legend_Pro_LTE,Legend Pro LTE,SC9863A,Spreadtrum,2048
Mobicel,Mobicel,Legend_Max_2,Legend_Max_2, Legend_Max_2,SC9863A,Spreadtrum,2048
Mobicel,Mobicel,EPIC_PRO_1,EPIC_PRO_1,EPIC PRO 1,SC9863A,Spreadtrum,2048
Sky_Devices,Sky_Devices,Elite_A65,Elite_A65,Elite_A65,SC9863A,Spreadtrum,2048
ITEL MOBILE LIMITED,Itel,F6318RU,itel-S661LN,itel Vision 3,SC9863A,Spreadtrum,2048
Symphony,Symphony,Z22,Z22,Z22,SC9863A,Spreadtrum,2048
TECNO,TECNO,F6317ETC,TECNO-PR651H,TECNO SPARK 7,SC9863A,Spreadtrum,2048
ITEL,Itel,F6320,itel-P682L,itel P38 Pro(Vision 3 Plus),SC9863A,Spreadtrum,2048
ITEL,VIMOQ,F6320,VIMOQ-S661LS,VIMOQ Vision 3,SC9863A,Spreadtrum,2048
ITEL MOBILE LIMITED,Itel,F6318N,itel-S661L,itel Vision 3,SC9863A,Spreadtrum,2048
ITEL,VIMOQ,F6320CL,VIMOQ-S661LS,VIMOQ Vision 3,SC9863A,Spreadtrum,2048
ITEL,VIMOQ,F6320LO,VIMOQ-S661LO,VIMOQ Vision 3,SC9863A,Spreadtrum,2048
ITEL,VIMOQ,F6320TG,VIMOQ-S661LS,VIMOQ Vision 3,SC9863A,Spreadtrum,2048
ITEL,Itel,F6320,itel-S661LR,itel Vision 3,SC9863A,Spreadtrum,2048
ITEL MOBILE LIMITED,Itel,F6318VC,itel-S661L,itel Vision 3,SC9863A,Spreadtrum,2048
ITEL,VIMOQ,F6320LT,VIMOQ-S661LT,VIMOQ P38,SC9863A,Spreadtrum,2048
ITEL MOBILE LIMITED,Itel,F6318,itel-S661L,itel Vision 3,SC9863A,Spreadtrum,2048
itel,Itel,F6318,itel-S661L,itel Vision 3,SC9863A,Spreadtrum,2048
HMD Global,Nokia,Monster_00WW,MNR,Nokia C30,SC9863A,Spreadtrum,2048
HMD Global,Nokia,Hope_00WW,HPE,Nokia C21 Plus,SC9863A,Spreadtrum,2048
Multilaser,Multilaser,Multilaser_GMAX_2,Multilaser_GMAX_2_64,Multilaser G Max 2,SC9863A,Spreadtrum,2048
Multilaser,Multilaser,GMAX_2_Payjoy,GMAX_2_Payjoy,GMax 2 Payjoy,SC9863A,Spreadtrum,2048
Fortune Ship,iPlus,iPlus_P1,iPlus_P1,iPlus P1,SC9863A,Spreadtrum,2048
Multilaser,Multilaser,Obasmart_Conectamax,Obasmart_Conectamax,OBASMART,SC9863A,Spreadtrum,2048
Infinix,Infinix,F6317KE,Infinix-PR652B,Infinix HOT 10i,SC9863A,Spreadtrum,2048
INFINIX MOBILITY LIMITED,Infinix,F6317KE,Infinix-PR652B,Infinix HOT 10i,SC9863A,Spreadtrum,2048
DigiDragon,DigiDragon,DS6018,DS6018,DS6018,SC9863A,Spreadtrum,2048
BLU,BLU,G51S,G0590WW,G51S,SC9863A,Spreadtrum,2048
BLU,BLU,G51S_ATT_MX,G0580WW,G51S,SC9863A,Spreadtrum,2048
BLU,BLU,Vivo_12_Pro,V0670LL,Vivo 12 Pro,SC9863A,Spreadtrum,2048
benco,benco,AF9021,AF9021,benco Y51,SC9863A,Spreadtrum,2048
benco,benco,AE9950,AE9950,AE9950,SC9863A,Spreadtrum,2048
RAVOZ,RAVOZ,RAVOZ_Z3_Lite,RAVOZ_Z3_Lite,RAVOZ_Z3_Lite,SC9863A,Spreadtrum,2048
ZUUM,ZUUM,AURA_PRO,AURA_PRO,AURA PRO,SC9863A,Spreadtrum,2048
ZUUM,ZUUM,AURA_PRO_JLO,AURA_PRO_JLO,AURA PRO JLO,SC9863A,Spreadtrum,2048
GIONEE,GIONEE,GIONEE_P15,GIONEE_P15,GIONEE P15,SC9863A,Spreadtrum,2048
Kalley,Kalley,Silver_Max_Lite,Silver_Max_Lite,Silver Max Lite,SC9863A,Spreadtrum,2048
Lanix,Lanix,Alpha_1V,Alpha_1V,Alpha 1V,SC9863A,Spreadtrum,2048
Mintt,Mintt,ULTRAMINTT_A6,ULTRAMINTT_A6,ULTRAMINTT_A6,SC9863A,Spreadtrum,2048
Togocel,Togocel,S63,S63,S63,SC9863A,Spreadtrum,2048
Aspera Mobile,Aspera,AS7,AS7,AS7,SC9863A,Spreadtrum,2048
Premio_S65,VIDA,Premio_S65,Premio_S65,Premio_S65,SC9863A,Spreadtrum,2048
iM431,i-MOBIL,iM431,iM431,iM431,SC9863A,Spreadtrum,2048
V968A,Cassiel,V968A,V968A,V968A,SC9863A,Spreadtrum,2048
L651_Light,HYUNDAI,L651_Light,L651_Light,L651_Light,SC9863A,Spreadtrum,2048
A65,AVVIO,A65,A65,A65,SC9863A,Spreadtrum,2048
Phenix,Evertek,Phenix,Phenix,Phenix,SC9863A,Spreadtrum,2048
realme,realme,RMX3235,RED8FA,realme narzo 50i,SC9863A,Spreadtrum,2048
realme,realme,RMX3231BA,RMX3231,realme C11 2021,SC9863A,Spreadtrum,2048
realme,realme,RMX3235RU,RED8FA,realme narzo 50i,SC9863A,Spreadtrum,2048
realme,realme,RMX3231EEA,RMX3231,realme C11 2021,SC9863A,Spreadtrum,2048
Chinoe,Blackview,BV4900s,BV4900s,BV4900s,SC9863A,Spreadtrum,2048
Chinoe,Blackview,BV4900s_EEA,BV4900s,BV4900s,SC9863A,Spreadtrum,2048
DEXP,DEXP,K41_,K41_,K41_,SC9863A,Spreadtrum,2048
incar,Mintt,UltraMinttT2,UltraMinttT2,UltraMinttT2,SC9863A,Spreadtrum,2048
ZTE,ZTE,EEA_P963F90W,P963F90W,ZTE Blade A32,SC9863A,Spreadtrum,2048
ZTE,ZTE,P963F90W_2,P963F90W,ZTE Blade A32,SC9863A,Spreadtrum,2048
ZTE,ZTE,P963F90W,P963F90W,ZTE Blade A32,SC9863A,Spreadtrum,2048
ZTE,ZTE,P963F80_2,P963F80,ZTE Blade A31 Plus,SC9863A,Spreadtrum,2048
ZTE,ZTE,RU_P963F80,P963F80,ZTE Blade A31 Plus RU,SC9863A,Spreadtrum,2048
ZTE,ZTE,RU_P963F71,P963F71,ZTE Blade A31RU,SC9863A,Spreadtrum,2048
ZTE,ZTE,Z5301O,P963F80,P600,SC9863A,Spreadtrum,2048
ZTE,ZTE,P963F80_3,P963F80,ZTE Blade A31 Plus,SC9863A,Spreadtrum,2048
ZTE,ZTE,P963F80_1,P963F80,ZTE Blade A31 Plus,SC9863A,Spreadtrum,2048
ZTE,ZTE,P963F80_8,P963F80,ZTE Blade A31 Plus,SC9863A,Spreadtrum,2048
ZTE,ZTE,P963F80_6,P963F80,ZTE Blade A31 Plus,SC9863A,Spreadtrum,2048
ZTE,ZTE,EEA_P963F80,P963F80,ZTE Blade A31 Plus,SC9863A,Spreadtrum,2048
Doro,Doro,S11A,DSB0400,Doro 8100,SC9863A,Spreadtrum,2048
Doro,Doro,S13A,DSB0400,Doro 8100,SC9863A,Spreadtrum,2048
Doro,Doro,S12A,DSB0400,Doro 8100,SC9863A,Spreadtrum,2048
FCC,FCC,GK879,GK879,GK879,SC9863A,Spreadtrum,2048
LAVA,LAVA,Magnum_Pro,Magnum_Pro,Magnum Pro,SC9863A,Spreadtrum,2048
GREATASIA,GREATASIA,E9863,E9863,E9863,SC9863A,Spreadtrum,2048
LARVAND,LARVAND,M863TabH8,M863TabH8,M863TabH8,SC9863A,Spreadtrum,2048
EPIKONE,EPIKONE,TX1000,TX1000,TX1000,SC9863A,Spreadtrum,2048
Cherry,Cherry,Aqua_Tab_S1,Cherry_Aqua_Tab_S1,Aqua Tab ,SC9863A,Spreadtrum,2048
Cherry,Cherry,Cherry_Comet,Cherry_Comet, Cherry Comet ,SC9863A,Spreadtrum,2048
BLU,BLU,M8L_PLUS,M0210WW,M8L PLUS,SC9863A,Spreadtrum,2048
Hisense,Hisense,HLTE228E_21,HLTE228E_21, Hisense E50 Lite 64G,SC9863A,Spreadtrum,2048
TCL,TCL,4187D,Jakarta_Lite_refresh, TCL 205 ,SC9863A,Spreadtrum,2048
TCL,Alcatel,4065D,Jakarta_Mini,Alcatel 1L Pro,SC9863A,Spreadtrum,2048
TCL,Alcatel,4065D_RU,Jakarta_Mini,Alcatel 1L Pro,SC9863A,Spreadtrum,2048
TEM,Unitel,U903,U903,U903,SC9863A,Spreadtrum,2048
Hisense,Hisense,HLTE228E_20,HLTE228E_20,Hisense E50 Lite 64G,SC9863A,Spreadtrum,2048
Ulefone,Ulefone,Note_6P,Note_6P,Note 6P,SC9863A,Spreadtrum,2048
Fortune Ship,Movitel,M9109,M9109,M9109,SC9863A,Spreadtrum,2048
Hisense,Hisense,HLTE228E_22,HLTE228E_22,Hisense E50 Lite 64GB,SC9863A,Spreadtrum,2048
TCL,TCL,4187D_EEA,Jakarta_Lite_refresh,TCL 205,SC9863A,Spreadtrum,2048
TCL,Alcatel,4065D_EEA,Jakarta_Mini,Alcatel 1L Pro,SC9863A,Spreadtrum,2048
Ulefone,Ulefone,Note_6P_EEA,Note_6P,Note 6P,SC9863A,Spreadtrum,2048
Fortune Ship,HTC,Wildfire_E_ultra,Wildfire_E_ultra,Wildfire E ultra,SC9863A,Spreadtrum,2048
Fortune Ship,KONKA,KC516_Pro,KC516_Pro,KC516_Pro,SC9863A,Spreadtrum,2048
BRONDI,BRONDI,AMICO_XL_EEA,AMICO_SMARTPHONE_XL,AMICO SMARTPHONE XL,SC9863A,Spreadtrum,2048
LAVA,LAVA,LZG402_OM2,LZG402_OM,Z21,SC9863A,Spreadtrum,2048
Lava,Lava,LZG402,LZG402,Z1 Air,SC9863A,Spreadtrum,2048
LAVA,LAVA,LZG402_OMI,LZG402_OMI,Z21,SC9863A,Spreadtrum,2048
LAVA,LAVA,LZG402_OM,LZG402_OM,Z21,SC9863A,Spreadtrum,2048
LAVA,LAVA,LZG402_1,LZG402_1,Z1S,SC9863A,Spreadtrum,2048
Innovatech,G-Tab,S8X,S8X,S8X,SC9863A,Spreadtrum,2048
HMD Global,Nokia,Sirius_00IN,SUS,Nokia C20 Plus,SC9863A,Spreadtrum,2048
ZTE,ZTE,P963F51W_1,P963F51W,ZTE Blade A52 Lite,SC9863A,Spreadtrum,2048
ZTE,ZTE,P963F51W,P963F51W,ZTE Blade A52 Lite,SC9863A,Spreadtrum,2048
ZTE,ZTE,EEA_P963F51W,P963F51W,ZTE Blade A52 Lite,SC9863A,Spreadtrum,2048
Chinoe,OSCAL,C20_Pro,C20_Pro,C20 Pro,SC9863A,Spreadtrum,2048
Chinoe,OSCAL,C20_Pro_EEA,C20_Pro,C20 Pro,SC9863A,Spreadtrum,2048
ZTE,ZTE,P963F80_7,P963F80,ZTE Blade A31 Plus,SC9863A,Spreadtrum,2048
Multilaser,Multilaser,M8_4G,ML_SO1J_M8_4G,M8 4G,SC9863A,Spreadtrum,2048
BLU,BLU,M8L_Plus,M0210WW_ND,M8L Plus,SC9863A,Spreadtrum,2048
MobiWire,MobiWire,K5P_4G_U_DRC,H5032U,Kicka 5 Plus 4G ,SC9863A,Spreadtrum,2048
MobiWire,MobiWire,H5032U_TG_T,H5032U,ONE,SC9863A,Spreadtrum,2048
MobiWire,MobiWire,H5032U_KM_TC,H5032U,ONE,SC9863A,Spreadtrum,2048
MobiWire,MobiWire,Airtel_Imagine,H5032U,Airtel Imagine,SC9863A,Spreadtrum,2048
LYF,LYF,Smartphone,LYF,LS1602UW,SC9863A,Spreadtrum,2048
ZUUM,ZUUM,STELLAR_M4,STELLAR_M4,STELLAR M4,SC9863A,Spreadtrum,2048
Chinoe,Blackview,BV6600E_EEA,BV6600E,BV6600E,SC9863A,Spreadtrum,4096
revoview,Mione,Mione_Pro_Plus,Mione_Pro_Plus,Mione_Pro_Plus ,SC9863A,Spreadtrum,4096
Hisense,Hisense,HLTE232E_01,HLTE232E_01,Hisense E50,SC9863A,Spreadtrum,4096
Hisense,Hisense,HLTE232E,HLTE232E, Hisense E50,SC9863A,Spreadtrum,4096
Hisense,Hisense,HLTE232E_02,HLTE232E_02, Hisense E50,SC9863A,Spreadtrum,4096
Hisense,Hisense,HLTE232E_20,HLTE232E_20,Hisense E50,SC9863A,Spreadtrum,4096
Hisense,Hisense,HLTE232E_10,HLTE232E_10,Hisense E50,SC9863A,Spreadtrum,4096
Hisense,Hisense,HLTE232E_12,HLTE232E_12, Hisense E50,SC9863A,Spreadtrum,4096
Hisense,Hisense,HLTE232E_11,HLTE232E_11,Hisense E50,SC9863A,Spreadtrum,4096
Hisense,Hisense,HLTE232E_21,HLTE232E_21,Hisense E50 128G,SC9863A,Spreadtrum,4096
LOGIC,LOGIC,LOGIC_L65,LOGIC_L65,LOGIC_L65,SC9863A,Spreadtrum,3072
HYPRO,HYPRO,HYPRO_S6,HYPRO_S6,S6,SC9863A,Spreadtrum,3072
ZUUM,ZUUM,STELLAR_P5_22A,STELLAR_P5,STELLAR P5,SC9863A,Spreadtrum,3072
ZUUM,ZUUM,STELLAR_P5,STELLAR_P5,STELLAR P5,SC9863A,Spreadtrum,3072
Coolpad,COOLPAD,COOLPAD_C203,COOLPAD_C203, COOLPAD_C203,SC9863A,Spreadtrum,4096
DOOGEE,DOOGEE,X96Pro_EEA,X96Pro,X96Pro,SC9863A,Spreadtrum,4096
Ulefone,Ulefone,Note_12P_EEA,Note_12P,Note 12P,SC9863A,Spreadtrum,4096
revoview,Revomovil,S6523_EEA,S6523_EEA,X12,SC9863A,Spreadtrum,4096
revoview,angelcare,S6525_EEA,S6525_EEA,S6525 EEA,SC9863A,Spreadtrum,4096
BQru,BQru,BQru-6645L,BQru-6645L,BQ-6645L Element,SC9863A,Spreadtrum,3072
ITEL MOBILE LIMITED,Itel,F6321RU,itel-S661LPN,Vision 3,SC9863A,Spreadtrum,3072
KONKA,KONKA,N7,N7,N7,SC9863A,Spreadtrum,3072
ITEL MOBILE LIMITED,Itel,F6321,itel-S661LP,Vision 3,SC9863A,Spreadtrum,3072
FIGI,FIGI,Note_1_Lite,Note_1_Lite,Note_1_Lite,SC9863A,Spreadtrum,4096
FIGI,FIGI,Note_7_Pro,Note_7_Pro,Note_7_Pro,SC9863A,Spreadtrum,4096
HMD Global,Nokia,Monster_00IN,MNI,Nokia C30,SC9863A,Spreadtrum,4096
FISE,Blackview,A70_EEA,A70,A70,SC9863A,Spreadtrum,3072
Qubo,Qubo,X668_32GB_EEA,X668_32GB,X668_32GB,SC9863A,Spreadtrum,3072
Qubo,Qubo,X626_4G_EEA,X626_4G,X626_4G,SC9863A,Spreadtrum,4096
benco,benco,AE9010,AE9010,benco v80,SC9863A,Spreadtrum,3072
Tech_Pad,Tech_Pad,Tech_Pad_X10,Tech_Pad_X10,Tech_Pad_X10,SC9863A,Spreadtrum,3072
Maximus,Maximus,R1_Pro,R1_Pro,R1_Pro,SC9863A,Spreadtrum,3072
Ditec,Felux,X_Pro,X_Pro,X_Pro,SC9863A,Spreadtrum,3072
SELFIX,SELFIX,X5,X5,X5,SC9832A,Spreadtrum,3072
incar,RSE,SCRE1-43211-22-BLK,RSE_E1,RSE E1,SC9863A,Spreadtrum,4096
OPEL,OPEL,SMARTKIDS,SMARTKIDS,SMARTKIDS,SC9863A,Spreadtrum,3072
Hisense,Hisense,HLTE228E_12,HLTE228E_12,Hisense E50 Lite,SC9863A,Spreadtrum,3072
Hisense,Hisense,HLTE228E_14,HLTE228E_14,Hisense E50 Lite,SC9863A,Spreadtrum,3072
Cherry_Mobile,Cherry_Mobile,Aqua_S9,Aqua_S9,Aqua S9,SC9863A,Spreadtrum,4096
Cherry_Mobile,Cherry_Mobile,Aqua_S10,Aqua_S10,Aqua S10,SC9863A,Spreadtrum,4096
UNISOC,Xphoenix,OneTabPro2,OneTabPro2,OneTabPro2 ,SC9863A,Spreadtrum,4096
Logicom,Logicom,Le_Omega_EEA,Le_Omega,Le Omega,SC9863A,Spreadtrum,3072
Cherry,Cherry,Magnum_8s,Cherry_Magnum_8s,Magnum 8s,SC9863A,Spreadtrum,4096
Cherry,Cherry,Quantum_plus,Cherry_Quantum_plus, Quantum_plus ,SC9863A,Spreadtrum,4096
MyPhone,MyPhone,myT8S,myT8S,myT8S,SC9863A,Spreadtrum,3072
veidoo Devices,veidoo,T30_Plus_EEA,T30_Plus_EEA,T30_Plus_EEA,SC9863A,Spreadtrum,4096
SMART PRODUCTS CONNECTION SA,PEAQ,PET-1081-LH332S,PET-1081-LH332S,PET-1081-LH332S ,SC9863A,Spreadtrum,3072
MobiWire,Sosh,SoshPhone_EEA,SoshPhone,SoshPhone,SC9863A,Spreadtrum,3072
MobiWire,Orange,Neva_leaf_EEA,Neva_leaf,Neva leaf,SC9863A,Spreadtrum,3072
BQru,BQru,BQ_8088L,BQ_8088L,BQ-8088L,SC9863A,Spreadtrum,4096
hena,Mecer,M17QF7_4G,M17QF7_4G,M17QF7_4G,SC9863A,Spreadtrum,4096
CUBOT,CUBOT,NOTE_9_EEA,NOTE_9,note_9,SC9863A,Spreadtrum,3072
WIKO,WIKO,W-K630-TVM,W-K630,Y82,SC9863A,Spreadtrum,3072
WIKO,WIKO,W-K630-TRU,W-K630,Y82,SC9863A,Spreadtrum,3072
WIKO,WIKO,W-K630-OPE,W-K630,Y82,SC9863A,Spreadtrum,3072
WIKO,WIKO,W-K630-EEA,W-K630,Y82,SC9863A,Spreadtrum,3072
Chinoe,Blackview,BV6600E_RU,BV6600E,BV6600E,SC9863A,Spreadtrum,4096
Chinoe,Blackview,BV6600E,BV6600E,BV6600E,SC9863A,Spreadtrum,4096
DOOGEE,DOOGEE,X96Pro_RU,X96Pro,X96Pro,SC9863A,Spreadtrum,4096
Ehlel,Ehlel,Ehlel-Hulan21,Ehlel-Hulan21,HULAN21 PLUS,SC9863A,Spreadtrum,4096
DOOGEE,DOOGEE,X96Pro,X96Pro,X96Pro,SC9863A,Spreadtrum,4096
Hisense,Hisense,HLTE236E_12,HLTE236E_12,Hisense E60,SC9863A,Spreadtrum,4096
Ulefone,Ulefone,Note_12P,Note_12P,Note 12P,SC9863A,Spreadtrum,4096
Coolpad,Coolpad,Coolpad_2041_S0,Coolpad_2041_S0,Cool 10A,SC9863A,Spreadtrum,3072
Coolpad,Coolpad,Coolpad_2041_T3,Coolpad_2041_T3,Cool 10A,SC9863A,Spreadtrum,3072
ACE France,ACE,BUZZ_3_Plus,BUZZ_3_Plus,BUZZ 3 Plus,SC9863A,Spreadtrum,3072
HOMII,HOMII,M6,M6,HOMII M6,SC9863A,Spreadtrum,4096
Max Tel FZE,iKU,X1,X1,X1,SC9863A,Spreadtrum,3072
revoview,Revomovil,S6523_RU,S6523_RU,S6523_RU,SC9863A,Spreadtrum,4096
revoview,angelcare,S6525_RU,S6525_RU,S6525 RU,SC9863A,Spreadtrum,4096
Ehlel,Ehlel,Ehlel-C7PRO,Ehlel-C7PRO,Ehlel C7 PRO,SC9863A,Spreadtrum,4096
revoview,Revomovil,S6523,S6523,X12,SC9863A,Spreadtrum,4096
revoview,angelcare,S6525,S6525,S6525,SC9863A,Spreadtrum,4096
VITEL,HYUNDAI,L651,L651,L651,SC9863A,Spreadtrum,3072
BLU,BLU,G71L,G0710WW, G71L ,SC9863A,Spreadtrum,4096
Chinoe,Blackview,A70_RU,A70,A70,SC9863A,Spreadtrum,3072
Multilaser,Multilaser,Multilaser_GMax_2,Multilaser_GMax_2_128,Multilaser G Max 2,SC9863A,Spreadtrum,4096
FISE,Blackview,A70,A70,A70,SC9863A,Spreadtrum,3072
KRIP,KRIP,K66,K66,K66,SC9863A,Spreadtrum,3072
Chinoe,Blackview,A70_US,A70,A70,SC9863A,Spreadtrum,3072
Multilaser,Multilaser,GMax_2_Sikur,Multilaser_GMax_2_Sikur,Sikur,SC9863A,Spreadtrum,4096
GIONEE,GIONEE,P16,P16,P16,SC9863A,Spreadtrum,3072
Lava,Lava,Z100,Z100,Z100,SC9863A,Spreadtrum,3072
IPRO,IPRO,S100E,S100E,S100E,SC9863A,Spreadtrum,3072
IPRO,IPRO,S100,S100,S100,SC9863A,Spreadtrum,3072
MOBULAA,MOBULAA,S11,S11,S11,SC9863A,Spreadtrum,3072
YEZZ,YEZZ,ART2PRO,ART2PRO,ART2PRO,SC9863A,Spreadtrum,3072
X-TIGI,X_TIGI,9A,9A,9A,SC9863A,Spreadtrum,3072
COMPAQ,COMPAQ,Q5,Q5,Q5,SC9863A,Spreadtrum,3072
BLU,BLU,BOLD_M7i_TIGO,M0160WW,M7i,SC9863A,Spreadtrum,3072
BLU,BLU,G51_Plus_GTT,G0510WW,G51 Plus,SC9863A,Spreadtrum,3072
BLU,BLU,G51_Plus,G0510WW,G51 Plus,SC9863A,Spreadtrum,3072
KEMPLER_STRAUSS,KEMPLER_STRAUSS,KemplerP3pro,P3pro,KemplerP3pro,SC9863A,Spreadtrum,4096
LUNA,LUNA,LUNA_G9,LUNA_G9,LUNA G9,SC9863A,Spreadtrum,4096
OUKITEL,OUKITEL,C27_Pro_EEA,C27_Pro,C27_Pro_EEA,SC9863A,Spreadtrum,4096
true,true,S1,S1,S1,SC9863A,Spreadtrum,3072
true,true,S1A,S1A,S1A,SC9863A,Spreadtrum,3072
Masstel,Masstel,Masstel_Hapi_30,Masstel_Hapi_30,Hapi_30 ,SC9863A,Spreadtrum,3072
TOCH_MOBILE,TOCH_MOBILE,ANGEL_SMART,ANGEL_SMART, ANGEL_SMART ,SC9863A,Spreadtrum,3072
EVERCOSS,EVERCOSS,X8,X8_332,X8,SC9863A,Spreadtrum,3072
Cellecor,Cellecor_Mobile,S4,S4,S4,SC9863A,Spreadtrum,3072
Fortune Ship,iKU,A36,A36,IKU A36,SC9863A,Spreadtrum,2048
WALTON DIGI-TECH INDUSTRIES LIMITED,MARCEL,OrbitM20,OrbitM20,Orbit M20,SC9863A,Spreadtrum,2048
WALTON DIGI-TECH INDUSTRIES LIMITED,WALTON,OrbitY20,OrbitY20,Orbit Y20,SC9863A,Spreadtrum,2048
Lanix,LANIX,Ilium_M9V,Ilium_M9V,Ilium M9V,SC9863A,Spreadtrum,2048
Fortune Ship,iKU,A45,A45,iKU A45,SC9863A,Spreadtrum,3072
Fortune Ship,iPlus,iPlus_P3,iPlus_P3,iPlus_P3,SC9863A,Spreadtrum,3072
Philco,Philco,Hit_Max,Hit_Max,Hit Max,SC9863A,Spreadtrum,4096
Philco,Philco,HIT_P10a,HIT_P10a,HIT P10a,SC9863A,Spreadtrum,4096
Max Tel FZE,iKU,X4,X4,X4,T606,Spreadtrum,4096
Fortune Ship,Gplus,P10_Plus,P10_Plus,P10+,SC9863A,Spreadtrum,3072
Fortune Ship,IPRO,S200M,S200M,S200M,SC9863A,Spreadtrum,4096
Gplus,Gplus,P10_2022,P10_2022,P10 2022,SC9863A,Spreadtrum,3072
Fortune Ship,Gplus,X10,X10,X10,SC9863A,Spreadtrum,3072
Gplus,Gplus,S10,S10,S10,SC9863A,Spreadtrum,4096
Skyworth,ModeEarnPhone,MEP2,MEP2,MEP2,SC9863A,Spreadtrum,4096
ZTE,ZTE,P963F62,P963F62_A,ZTE Blade A53+ ,SC9863A,Spreadtrum,4096
MLS,MLS,iQD10S_EEA,iQD10S,iQD10S,SC9863A,Spreadtrum,3072
Gigaset,Gigaset,GS195_EEA,GS195,GS195,SC9863A,Spreadtrum,2048
ZTE,Orange,Neva_zen,Neva_zen,Orange Neva zen,SC9863A,Spreadtrum,2048
ZTE,ZTE,P963F02,P963F02,ZTE Blade A7 2019,SC9863A,Spreadtrum,2048
ZTE,ZTE,GEN_EU_EEA_P963F02,P963F02,ZTE Blade A7 2019,SC9863A,Spreadtrum,2048
ZTE,ZTE,P963F50,P963F50,ZTE Blade A5 2020,SC9863A,Spreadtrum,2048
ZTE,ZTE,RU_P963F50,P963F50,ZTE Blade A5 2020RU,SC9863A,Spreadtrum,2048
ZTE,ZTE,GEN_EU_EEA_P963F50,P963F50,ZTE Blade A5 2020,SC9863A,Spreadtrum,2048
true,true,SMART_4G_Adventure_Pro,SMART_4G,SMART 4G Adventure Pro,SC9863A,Spreadtrum,3072
ZTE,ZTE,P963F30P,P963F30P,"Ukraine, Kazakhstan, Azerbaijan",SC9863A,Spreadtrum,2048
ZTE,ZTE,VIP_SR_P963F30P,P963F30P,ZTE Blade A5 2019,SC9863A,Spreadtrum,2048
ZTE,ZTE,GEN_GLB_EEA_P963F30P,P963F30P,ZTE Blade A5 2019,SC9863A,Spreadtrum,2048
ZTE,ZTE,RDS_RO_EEA_P963F30P,P963F30P,ZTE Blade A5 2019,SC9863A,Spreadtrum,2048
ZTE,ZTE,P545,P545,P545,SC9863A,Spreadtrum,2048
ZTE,ZTE,GEN_RU_P963F30P,P963F30P,ZTE Blade A5 2019RU,SC9863A,Spreadtrum,2048
wind,MLS,iQL550_EEA,iQL550,iQL550,SC9863A,Spreadtrum,2048
BQru,BQru,BQru-5528L,BQru-5528L,BQ-5528L,SC9863A,Spreadtrum,2048
MyPhone,MyPhone,myXI1_Pro,myXI1_Pro,myXI1 Pro,SC9863A,Spreadtrum,3072
Hisense,Hisense,HLTE221E_20,SC9863A, Hisense F16,SC9863A,Spreadtrum,3072
Hisense,Hisense,HLTE221E_RU,SC9863A_RU,Hisense E MAX,SC9863A,Spreadtrum,3072
Haier,Haier,I6_Infinity,I6_Infinity,I6_Infinity,SC9863A,Spreadtrum,2048
BQru,BQru,BQru-5535L,BQru-5535L,BQ-5535L,SC9863A,Spreadtrum,2048
BQru,BQru,BQru-6035L,BQru-6035L,BQ-6035L,SC9863A,Spreadtrum,2048
Kogan,Kogan,AGORA_XI,AGORA_XI,Kogan Agora XI,SC9863A,Spreadtrum,3072
Galileo,Galileo,GL_Rock_4x4,GL_Rock_4x4,GL_Rock_4x4,SC9863A,Spreadtrum,3072
Estalky,Estalky,E618_U,E618_U,E618_U,SC9863A,Spreadtrum,3072
Estalky,Estalky,E618,E618,E618,SC9863A,Spreadtrum,3072
LAVA,LAVA,LH9910,LH9910,Z52 Pro,SC9863A,Spreadtrum,2048
Evertek,Evertek,Hero,Hero,Hero,SC9863A,Spreadtrum,3072
MLS,MLS,iQN700_EEA,iQN700,iQN700,SC9863A,Spreadtrum,3072
TCL,TCL,5024J,Faraday,Alcatel 1S,SC9863A,Spreadtrum,3072
TCL,TCL,5024A,Faraday,Alcatel 1S,SC9863A,Spreadtrum,3072
TCL,TCL,5024D,Faraday,Alcatel 1S,SC9863A,Spreadtrum,3072
TCL,TCL,5024F,Faraday, Alcatel 1S ,SC9863A,Spreadtrum,3072
TCL,TCL,5024I,Faraday,Alcatel 1S,SC9863A,Spreadtrum,3072
TCL,TCL,5124J,Faraday,TCL L10,SC9863A,Spreadtrum,3072
Hisense,Hisense,HLTE223E_40,SC9863A, Hisense F19,SC9863A,Spreadtrum,3072
